csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.000 precision:0.987 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:215 false_negative:0 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.050 precision:0.987 recall:0.976 true_negative_rate:0.023 true_positive:16450 true_negative:5 false_positive:210 false_negative:407 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.100 precision:0.991 recall:0.900 true_negative_rate:0.367 true_positive:15171 true_negative:79 false_positive:136 false_negative:1686 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.150 precision:0.997 recall:0.747 true_negative_rate:0.833 true_positive:12595 true_negative:179 false_positive:36 false_negative:4262 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.562 true_negative_rate:0.940 true_positive:9480 true_negative:202 false_positive:13 false_negative:7377 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.408 true_negative_rate:1.000 true_positive:6873 true_negative:215 false_positive:0 false_negative:9984 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.297 true_negative_rate:1.000 true_positive:5001 true_negative:215 false_positive:0 false_negative:11856 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.220 true_negative_rate:1.000 true_positive:3705 true_negative:215 false_positive:0 false_negative:13152 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.156 true_negative_rate:1.000 true_positive:2633 true_negative:215 false_positive:0 false_negative:14224 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.103 true_negative_rate:1.000 true_positive:1742 true_negative:215 false_positive:0 false_negative:15115 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:1095 true_negative:215 false_positive:0 false_negative:15762 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:639 true_negative:215 false_positive:0 false_negative:16218 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:364 true_negative:215 false_positive:0 false_negative:16493 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:145 true_negative:215 false_positive:0 false_negative:16712 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:57 true_negative:215 false_positive:0 false_negative:16800 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:215 false_positive:0 false_negative:16832 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:215 false_positive:0 false_negative:16838 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:10 true_negative:215 false_positive:0 false_negative:16847 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:215 false_positive:0 false_negative:16852 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:215 false_positive:0 false_negative:16854 
csail_ocount_20_osize_5_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:215 false_positive:0 false_negative:16856 
