aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.000 precision:0.974 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:1020 false_negative:0 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.050 precision:0.987 recall:0.861 true_negative_rate:0.577 true_positive:32532 true_negative:589 false_positive:431 false_negative:5263 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.100 precision:0.997 recall:0.718 true_negative_rate:0.933 true_positive:27124 true_negative:952 false_positive:68 false_negative:10671 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.150 precision:0.998 recall:0.619 true_negative_rate:0.961 true_positive:23393 true_negative:980 false_positive:40 false_negative:14402 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.541 true_negative_rate:0.983 true_positive:20435 true_negative:1003 false_positive:17 false_negative:17360 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.475 true_negative_rate:0.988 true_positive:17964 true_negative:1008 false_positive:12 false_negative:19831 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:0.996 true_positive:15867 true_negative:1016 false_positive:4 false_negative:21928 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.358 true_negative_rate:0.998 true_positive:13539 true_negative:1018 false_positive:2 false_negative:24256 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.287 true_negative_rate:1.000 true_positive:10837 true_negative:1020 false_positive:0 false_negative:26958 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:8704 true_negative:1020 false_positive:0 false_negative:29091 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6956 true_negative:1020 false_positive:0 false_negative:30839 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:5302 true_negative:1020 false_positive:0 false_negative:32493 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.099 true_negative_rate:1.000 true_positive:3754 true_negative:1020 false_positive:0 false_negative:34041 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:2503 true_negative:1020 false_positive:0 false_negative:35292 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1310 true_negative:1020 false_positive:0 false_negative:36485 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:499 true_negative:1020 false_positive:0 false_negative:37296 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:59 true_negative:1020 false_positive:0 false_negative:37736 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:1020 false_positive:0 false_negative:37760 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:1020 false_positive:0 false_negative:37771 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:1020 false_positive:0 false_negative:37783 
aces_publicb_ocount_40_osize_7_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1020 false_positive:0 false_negative:37794 
