fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.000 precision:0.989 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:402 false_negative:0 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.050 precision:0.993 recall:0.976 true_negative_rate:0.353 true_positive:35578 true_negative:142 false_positive:260 false_negative:887 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.100 precision:0.995 recall:0.900 true_negative_rate:0.604 true_positive:32829 true_negative:243 false_positive:159 false_negative:3636 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.150 precision:0.996 recall:0.761 true_negative_rate:0.726 true_positive:27744 true_negative:292 false_positive:110 false_negative:8721 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.200 precision:0.998 recall:0.593 true_negative_rate:0.873 true_positive:21622 true_negative:351 false_positive:51 false_negative:14843 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.461 true_negative_rate:0.973 true_positive:16825 true_negative:391 false_positive:11 false_negative:19640 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.347 true_negative_rate:0.993 true_positive:12655 true_negative:399 false_positive:3 false_negative:23810 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.252 true_negative_rate:0.995 true_positive:9190 true_negative:400 false_positive:2 false_negative:27275 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.179 true_negative_rate:0.995 true_positive:6539 true_negative:400 false_positive:2 false_negative:29926 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.126 true_negative_rate:0.998 true_positive:4593 true_negative:401 false_positive:1 false_negative:31872 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.085 true_negative_rate:1.000 true_positive:3093 true_negative:402 false_positive:0 false_negative:33372 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.054 true_negative_rate:1.000 true_positive:1973 true_negative:402 false_positive:0 false_negative:34492 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:1015 true_negative:402 false_positive:0 false_negative:35450 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:419 true_negative:402 false_positive:0 false_negative:36046 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:163 true_negative:402 false_positive:0 false_negative:36302 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:83 true_negative:402 false_positive:0 false_negative:36382 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:38 true_negative:402 false_positive:0 false_negative:36427 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:402 false_positive:0 false_negative:36449 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:10 true_negative:402 false_positive:0 false_negative:36455 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:402 false_positive:0 false_negative:36458 
fr079_ocount_20_osize_8_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:402 false_positive:0 false_negative:36464 
