csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.000 precision:0.968 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:561 false_negative:0 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.050 precision:0.972 recall:0.977 true_negative_rate:0.162 true_positive:16463 true_negative:91 false_positive:470 false_negative:394 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.100 precision:0.983 recall:0.900 true_negative_rate:0.537 true_positive:15173 true_negative:301 false_positive:260 false_negative:1684 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.150 precision:0.994 recall:0.749 true_negative_rate:0.854 true_positive:12626 true_negative:479 false_positive:82 false_negative:4231 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.200 precision:0.996 recall:0.567 true_negative_rate:0.927 true_positive:9559 true_negative:520 false_positive:41 false_negative:7298 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.250 precision:0.996 recall:0.409 true_negative_rate:0.952 true_positive:6900 true_negative:534 false_positive:27 false_negative:9957 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.300 precision:0.998 recall:0.297 true_negative_rate:0.982 true_positive:5013 true_negative:551 false_positive:10 false_negative:11844 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.220 true_negative_rate:0.998 true_positive:3715 true_negative:560 false_positive:1 false_negative:13142 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.157 true_negative_rate:1.000 true_positive:2647 true_negative:561 false_positive:0 false_negative:14210 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.104 true_negative_rate:1.000 true_positive:1761 true_negative:561 false_positive:0 false_negative:15096 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:1115 true_negative:561 false_positive:0 false_negative:15742 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:650 true_negative:561 false_positive:0 false_negative:16207 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:362 true_negative:561 false_positive:0 false_negative:16495 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:165 true_negative:561 false_positive:0 false_negative:16692 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:58 true_negative:561 false_positive:0 false_negative:16799 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:28 true_negative:561 false_positive:0 false_negative:16829 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:561 false_positive:0 false_negative:16838 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:561 false_positive:0 false_negative:16845 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:561 false_positive:0 false_negative:16852 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:561 false_positive:0 false_negative:16854 
csail_ocount_60_osize_5_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:561 false_positive:0 false_negative:16856 
