fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.000 precision:0.991 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:301 false_negative:0 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.050 precision:0.996 recall:0.935 true_negative_rate:0.545 true_positive:32577 true_negative:164 false_positive:137 false_negative:2254 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.100 precision:0.998 recall:0.779 true_negative_rate:0.854 true_positive:27147 true_negative:257 false_positive:44 false_negative:7684 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.150 precision:0.999 recall:0.593 true_negative_rate:0.950 true_positive:20658 true_negative:286 false_positive:15 false_negative:14173 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.200 precision:0.999 recall:0.464 true_negative_rate:0.970 true_positive:16157 true_negative:292 false_positive:9 false_negative:18674 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.388 true_negative_rate:0.973 true_positive:13523 true_negative:293 false_positive:8 false_negative:21308 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.323 true_negative_rate:0.973 true_positive:11266 true_negative:293 false_positive:8 false_negative:23565 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.270 true_negative_rate:0.977 true_positive:9401 true_negative:294 false_positive:7 false_negative:25430 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.224 true_negative_rate:0.993 true_positive:7792 true_negative:299 false_positive:2 false_negative:27039 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.183 true_negative_rate:0.997 true_positive:6386 true_negative:300 false_positive:1 false_negative:28445 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.141 true_negative_rate:0.997 true_positive:4926 true_negative:300 false_positive:1 false_negative:29905 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:0.997 true_positive:3814 true_negative:300 false_positive:1 false_negative:31017 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:2656 true_negative:301 false_positive:0 false_negative:32175 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1698 true_negative:301 false_positive:0 false_negative:33133 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1240 true_negative:301 false_positive:0 false_negative:33591 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:963 true_negative:301 false_positive:0 false_negative:33868 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:646 true_negative:301 false_positive:0 false_negative:34185 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:202 true_negative:301 false_positive:0 false_negative:34629 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:45 true_negative:301 false_positive:0 false_negative:34786 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:301 false_positive:0 false_negative:34818 
fhw_ocount_120_osize_2_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:301 false_positive:0 false_negative:34830 
