edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.000 precision:0.510 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:42825 false_negative:0 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.050 precision:0.457 recall:0.762 true_negative_rate:0.056 true_positive:33978 true_negative:2386 false_positive:40439 false_negative:10609 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.100 precision:0.426 recall:0.505 true_negative_rate:0.291 true_positive:22500 true_negative:12478 false_positive:30347 false_negative:22087 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.150 precision:0.658 recall:0.340 true_negative_rate:0.816 true_positive:15139 true_negative:34964 false_positive:7861 false_negative:29448 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.200 precision:0.861 recall:0.245 true_negative_rate:0.959 true_positive:10943 true_negative:41064 false_positive:1761 false_negative:33644 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.250 precision:0.948 recall:0.181 true_negative_rate:0.990 true_positive:8070 true_negative:42384 false_positive:441 false_negative:36517 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.300 precision:0.992 recall:0.137 true_negative_rate:0.999 true_positive:6092 true_negative:42778 false_positive:47 false_negative:38495 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.350 precision:0.997 recall:0.113 true_negative_rate:1.000 true_positive:5038 true_negative:42811 false_positive:14 false_negative:39549 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.092 true_negative_rate:1.000 true_positive:4097 true_negative:42825 false_positive:0 false_negative:40490 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3653 true_negative:42825 false_positive:0 false_negative:40934 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3339 true_negative:42825 false_positive:0 false_negative:41248 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3119 true_negative:42825 false_positive:0 false_negative:41468 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3041 true_negative:42825 false_positive:0 false_negative:41546 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2705 true_negative:42825 false_positive:0 false_negative:41882 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:938 true_negative:42825 false_positive:0 false_negative:43649 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:463 true_negative:42825 false_positive:0 false_negative:44124 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:93 true_negative:42825 false_positive:0 false_negative:44494 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:2 true_negative:42825 false_positive:0 false_negative:44585 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:42825 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:42825 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_38_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:42825 false_positive:0 false_negative:44586 
