edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.000 precision:0.958 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:1966 false_negative:0 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.050 precision:0.982 recall:0.705 true_negative_rate:0.704 true_positive:31444 true_negative:1384 false_positive:582 false_negative:13143 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.100 precision:0.998 recall:0.441 true_negative_rate:0.985 true_positive:19653 true_negative:1936 false_positive:30 false_negative:24934 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.150 precision:0.999 recall:0.303 true_negative_rate:0.996 true_positive:13506 true_negative:1958 false_positive:8 false_negative:31081 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.200 precision:1.000 recall:0.216 true_negative_rate:0.998 true_positive:9645 true_negative:1962 false_positive:4 false_negative:34942 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.166 true_negative_rate:1.000 true_positive:7388 true_negative:1966 false_positive:0 false_negative:37199 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5702 true_negative:1966 false_positive:0 false_negative:38885 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4880 true_negative:1966 false_positive:0 false_negative:39707 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3986 true_negative:1966 false_positive:0 false_negative:40601 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3630 true_negative:1966 false_positive:0 false_negative:40957 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3359 true_negative:1966 false_positive:0 false_negative:41228 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:1966 false_positive:0 false_negative:41478 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3050 true_negative:1966 false_positive:0 false_negative:41537 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2697 true_negative:1966 false_positive:0 false_negative:41890 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:667 true_negative:1966 false_positive:0 false_negative:43920 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:407 true_negative:1966 false_positive:0 false_negative:44180 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:1966 false_positive:0 false_negative:44581 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1966 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1966 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1966 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_11_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1966 false_positive:0 false_negative:44586 
