fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.000 precision:0.983 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:606 false_negative:0 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.050 precision:0.987 recall:0.937 true_negative_rate:0.282 true_positive:32627 true_negative:171 false_positive:435 false_negative:2204 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.100 precision:0.994 recall:0.783 true_negative_rate:0.736 true_positive:27258 true_negative:446 false_positive:160 false_negative:7573 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.150 precision:0.998 recall:0.599 true_negative_rate:0.941 true_positive:20857 true_negative:570 false_positive:36 false_negative:13974 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.468 true_negative_rate:0.967 true_positive:16315 true_negative:586 false_positive:20 false_negative:18516 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.388 true_negative_rate:0.980 true_positive:13524 true_negative:594 false_positive:12 false_negative:21307 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.328 true_negative_rate:0.993 true_positive:11418 true_negative:602 false_positive:4 false_negative:23413 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.273 true_negative_rate:1.000 true_positive:9506 true_negative:606 false_positive:0 false_negative:25325 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.228 true_negative_rate:1.000 true_positive:7936 true_negative:606 false_positive:0 false_negative:26895 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.187 true_negative_rate:1.000 true_positive:6525 true_negative:606 false_positive:0 false_negative:28306 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:5087 true_negative:606 false_positive:0 false_negative:29744 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.113 true_negative_rate:1.000 true_positive:3921 true_negative:606 false_positive:0 false_negative:30910 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.080 true_negative_rate:1.000 true_positive:2798 true_negative:606 false_positive:0 false_negative:32033 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:1779 true_negative:606 false_positive:0 false_negative:33052 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1296 true_negative:606 false_positive:0 false_negative:33535 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:996 true_negative:606 false_positive:0 false_negative:33835 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:700 true_negative:606 false_positive:0 false_negative:34131 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:262 true_negative:606 false_positive:0 false_negative:34569 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:61 true_negative:606 false_positive:0 false_negative:34770 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:15 true_negative:606 false_positive:0 false_negative:34816 
fhw_ocount_40_osize_7_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:606 false_positive:0 false_negative:34830 
