fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.000 precision:0.994 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:194 false_negative:0 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.050 precision:0.998 recall:0.935 true_negative_rate:0.588 true_positive:32550 true_negative:114 false_positive:80 false_negative:2281 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.100 precision:0.999 recall:0.778 true_negative_rate:0.804 true_positive:27102 true_negative:156 false_positive:38 false_negative:7729 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.150 precision:0.999 recall:0.592 true_negative_rate:0.912 true_positive:20630 true_negative:177 false_positive:17 false_negative:14201 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.200 precision:0.999 recall:0.462 true_negative_rate:0.933 true_positive:16106 true_negative:181 false_positive:13 false_negative:18725 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.386 true_negative_rate:0.948 true_positive:13462 true_negative:184 false_positive:10 false_negative:21369 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.326 true_negative_rate:0.969 true_positive:11368 true_negative:188 false_positive:6 false_negative:23463 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.271 true_negative_rate:0.985 true_positive:9432 true_negative:191 false_positive:3 false_negative:25399 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.225 true_negative_rate:0.995 true_positive:7841 true_negative:193 false_positive:1 false_negative:26990 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:6433 true_negative:194 false_positive:0 false_negative:28398 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.143 true_negative_rate:1.000 true_positive:4974 true_negative:194 false_positive:0 false_negative:29857 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:3854 true_negative:194 false_positive:0 false_negative:30977 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2674 true_negative:194 false_positive:0 false_negative:32157 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1711 true_negative:194 false_positive:0 false_negative:33120 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1246 true_negative:194 false_positive:0 false_negative:33585 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:972 true_negative:194 false_positive:0 false_negative:33859 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:664 true_negative:194 false_positive:0 false_negative:34167 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:211 true_negative:194 false_positive:0 false_negative:34620 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:48 true_negative:194 false_positive:0 false_negative:34783 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:194 false_positive:0 false_negative:34818 
fhw_ocount_80_osize_2_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:194 false_positive:0 false_negative:34830 
