csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.000 precision:0.976 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:416 false_negative:0 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.050 precision:0.985 recall:0.966 true_negative_rate:0.418 true_positive:16279 true_negative:174 false_positive:242 false_negative:578 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.100 precision:0.993 recall:0.864 true_negative_rate:0.769 true_positive:14560 true_negative:320 false_positive:96 false_negative:2297 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.150 precision:0.995 recall:0.687 true_negative_rate:0.868 true_positive:11577 true_negative:361 false_positive:55 false_negative:5280 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.200 precision:0.997 recall:0.498 true_negative_rate:0.940 true_positive:8396 true_negative:391 false_positive:25 false_negative:8461 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.355 true_negative_rate:0.988 true_positive:5990 true_negative:411 false_positive:5 false_negative:10867 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.261 true_negative_rate:0.995 true_positive:4402 true_negative:414 false_positive:2 false_negative:12455 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.194 true_negative_rate:0.995 true_positive:3278 true_negative:414 false_positive:2 false_negative:13579 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.142 true_negative_rate:0.995 true_positive:2390 true_negative:414 false_positive:2 false_negative:14467 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.098 true_negative_rate:0.998 true_positive:1651 true_negative:415 false_positive:1 false_negative:15206 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.061 true_negative_rate:0.998 true_positive:1036 true_negative:415 false_positive:1 false_negative:15821 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.550 precision:0.998 recall:0.037 true_negative_rate:0.998 true_positive:617 true_negative:415 false_positive:1 false_negative:16240 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.600 precision:0.997 recall:0.020 true_negative_rate:0.998 true_positive:344 true_negative:415 false_positive:1 false_negative:16513 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:137 true_negative:416 false_positive:0 false_negative:16720 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:50 true_negative:416 false_positive:0 false_negative:16807 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:416 false_positive:0 false_negative:16832 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:416 false_positive:0 false_negative:16837 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:10 true_negative:416 false_positive:0 false_negative:16847 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:416 false_positive:0 false_negative:16853 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:416 false_positive:0 false_negative:16854 
csail_ocount_100_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:416 false_positive:0 false_negative:16856 
