edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.000 precision:0.534 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:38909 false_negative:0 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.050 precision:0.469 recall:0.735 true_negative_rate:0.048 true_positive:32751 true_negative:1867 false_positive:37042 false_negative:11836 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.100 precision:0.493 recall:0.478 true_negative_rate:0.437 true_positive:21333 true_negative:16988 false_positive:21921 false_negative:23254 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.150 precision:0.665 recall:0.319 true_negative_rate:0.816 true_positive:14234 true_negative:31738 false_positive:7171 false_negative:30353 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.200 precision:0.896 recall:0.224 true_negative_rate:0.970 true_positive:9970 true_negative:37751 false_positive:1158 false_negative:34617 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.250 precision:0.976 recall:0.170 true_negative_rate:0.995 true_positive:7558 true_negative:38720 false_positive:189 false_negative:37029 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.300 precision:0.994 recall:0.129 true_negative_rate:0.999 true_positive:5763 true_negative:38872 false_positive:37 false_negative:38824 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.350 precision:0.996 recall:0.107 true_negative_rate:1.000 true_positive:4777 true_negative:38890 false_positive:19 false_negative:39810 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.090 true_negative_rate:1.000 true_positive:4009 true_negative:38903 false_positive:6 false_negative:40578 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3649 true_negative:38909 false_positive:0 false_negative:40938 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.073 true_negative_rate:1.000 true_positive:3263 true_negative:38909 false_positive:0 false_negative:41324 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3111 true_negative:38909 false_positive:0 false_negative:41476 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:3006 true_negative:38909 false_positive:0 false_negative:41581 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2663 true_negative:38909 false_positive:0 false_negative:41924 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:898 true_negative:38909 false_positive:0 false_negative:43689 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:427 true_negative:38909 false_positive:0 false_negative:44160 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:57 true_negative:38909 false_positive:0 false_negative:44530 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:2 true_negative:38909 false_positive:0 false_negative:44585 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:38909 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:38909 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_39_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:38909 false_positive:0 false_negative:44586 
