edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.000 precision:0.983 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:749 false_negative:0 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.050 precision:0.997 recall:0.702 true_negative_rate:0.862 true_positive:31300 true_negative:646 false_positive:103 false_negative:13287 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.100 precision:0.999 recall:0.441 true_negative_rate:0.969 true_positive:19669 true_negative:726 false_positive:23 false_negative:24918 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.150 precision:1.000 recall:0.304 true_negative_rate:1.000 true_positive:13537 true_negative:749 false_positive:0 false_negative:31050 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.217 true_negative_rate:1.000 true_positive:9665 true_negative:749 false_positive:0 false_negative:34922 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.165 true_negative_rate:1.000 true_positive:7379 true_negative:749 false_positive:0 false_negative:37208 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5723 true_negative:749 false_positive:0 false_negative:38864 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4859 true_negative:749 false_positive:0 false_negative:39728 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.088 true_negative_rate:1.000 true_positive:3944 true_negative:749 false_positive:0 false_negative:40643 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3616 true_negative:749 false_positive:0 false_negative:40971 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3323 true_negative:749 false_positive:0 false_negative:41264 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:749 false_positive:0 false_negative:41478 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3050 true_negative:749 false_positive:0 false_negative:41537 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2698 true_negative:749 false_positive:0 false_negative:41889 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:668 true_negative:749 false_positive:0 false_negative:43919 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:401 true_negative:749 false_positive:0 false_negative:44186 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:749 false_positive:0 false_negative:44581 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:749 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:749 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:749 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_11_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:749 false_positive:0 false_negative:44586 
