csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.000 precision:0.773 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:4949 false_negative:0 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.050 precision:0.771 recall:0.949 true_negative_rate:0.038 true_positive:15998 true_negative:190 false_positive:4759 false_negative:859 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.100 precision:0.791 recall:0.833 true_negative_rate:0.249 true_positive:14034 true_negative:1234 false_positive:3715 false_negative:2823 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.150 precision:0.855 recall:0.653 true_negative_rate:0.624 true_positive:11011 true_negative:3089 false_positive:1860 false_negative:5846 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.200 precision:0.902 recall:0.467 true_negative_rate:0.828 true_positive:7880 true_negative:4097 false_positive:852 false_negative:8977 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.250 precision:0.943 recall:0.343 true_negative_rate:0.930 true_positive:5787 true_negative:4602 false_positive:347 false_negative:11070 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.300 precision:0.975 recall:0.259 true_negative_rate:0.977 true_positive:4370 true_negative:4836 false_positive:113 false_negative:12487 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.350 precision:0.994 recall:0.199 true_negative_rate:0.996 true_positive:3352 true_negative:4929 false_positive:20 false_negative:13505 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.148 true_negative_rate:1.000 true_positive:2491 true_negative:4948 false_positive:1 false_negative:14366 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.108 true_negative_rate:1.000 true_positive:1828 true_negative:4949 false_positive:0 false_negative:15029 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:1253 true_negative:4949 false_positive:0 false_negative:15604 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.045 true_negative_rate:1.000 true_positive:758 true_negative:4949 false_positive:0 false_negative:16099 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.026 true_negative_rate:1.000 true_positive:431 true_negative:4949 false_positive:0 false_negative:16426 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.012 true_negative_rate:1.000 true_positive:209 true_negative:4949 false_positive:0 false_negative:16648 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:91 true_negative:4949 false_positive:0 false_negative:16766 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:43 true_negative:4949 false_positive:0 false_negative:16814 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:22 true_negative:4949 false_positive:0 false_negative:16835 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:4949 false_positive:0 false_negative:16844 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:10 true_negative:4949 false_positive:0 false_negative:16847 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:4949 false_positive:0 false_negative:16852 
csail_ocount_120_osize_12_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4949 false_positive:0 false_negative:16856 
