edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.000 precision:0.394 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:68582 false_negative:0 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.050 precision:0.356 recall:0.782 true_negative_rate:0.079 true_positive:34876 true_negative:5396 false_positive:63186 false_negative:9711 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.100 precision:0.382 recall:0.554 true_negative_rate:0.418 true_positive:24682 true_negative:28680 false_positive:39902 false_negative:19905 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.150 precision:0.497 recall:0.377 true_negative_rate:0.752 true_positive:16794 true_negative:51560 false_positive:17022 false_negative:27793 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.200 precision:0.669 recall:0.252 true_negative_rate:0.919 true_positive:11241 true_negative:63024 false_positive:5558 false_negative:33346 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.250 precision:0.864 recall:0.188 true_negative_rate:0.981 true_positive:8385 true_negative:67262 false_positive:1320 false_negative:36202 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.300 precision:0.949 recall:0.146 true_negative_rate:0.995 true_positive:6508 true_negative:68232 false_positive:350 false_negative:38079 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.350 precision:0.970 recall:0.118 true_negative_rate:0.998 true_positive:5250 true_negative:68422 false_positive:160 false_negative:39337 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.400 precision:0.978 recall:0.094 true_negative_rate:0.999 true_positive:4203 true_negative:68489 false_positive:93 false_negative:40384 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.450 precision:0.992 recall:0.082 true_negative_rate:1.000 true_positive:3637 true_negative:68554 false_positive:28 false_negative:40950 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:3378 true_negative:68581 false_positive:1 false_negative:41209 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.072 true_negative_rate:1.000 true_positive:3194 true_negative:68581 false_positive:1 false_negative:41393 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:3079 true_negative:68582 false_positive:0 false_negative:41508 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2696 true_negative:68582 false_positive:0 false_negative:41891 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:1031 true_negative:68582 false_positive:0 false_negative:43556 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:449 true_negative:68582 false_positive:0 false_negative:44138 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:101 true_negative:68582 false_positive:0 false_negative:44486 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:10 true_negative:68582 false_positive:0 false_negative:44577 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:68582 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:68582 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_36_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:68582 false_positive:0 false_negative:44586 
