csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.000 precision:0.930 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1261 false_negative:0 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.050 precision:0.932 recall:0.968 true_negative_rate:0.056 true_positive:16323 true_negative:70 false_positive:1191 false_negative:534 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.100 precision:0.937 recall:0.869 true_negative_rate:0.215 true_positive:14650 true_negative:271 false_positive:990 false_negative:2207 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.150 precision:0.951 recall:0.697 true_negative_rate:0.525 true_positive:11750 true_negative:662 false_positive:599 false_negative:5107 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.200 precision:0.976 recall:0.509 true_negative_rate:0.834 true_positive:8576 true_negative:1052 false_positive:209 false_negative:8281 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.250 precision:0.986 recall:0.366 true_negative_rate:0.933 true_positive:6174 true_negative:1176 false_positive:85 false_negative:10683 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.300 precision:0.995 recall:0.271 true_negative_rate:0.982 true_positive:4569 true_negative:1238 false_positive:23 false_negative:12288 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.350 precision:0.998 recall:0.205 true_negative_rate:0.994 true_positive:3457 true_negative:1254 false_positive:7 false_negative:13400 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.149 true_negative_rate:0.998 true_positive:2518 true_negative:1258 false_positive:3 false_negative:14339 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.106 true_negative_rate:0.998 true_positive:1786 true_negative:1259 false_positive:2 false_negative:15071 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.068 true_negative_rate:0.999 true_positive:1145 true_negative:1260 false_positive:1 false_negative:15712 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.041 true_negative_rate:1.000 true_positive:687 true_negative:1261 false_positive:0 false_negative:16170 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.024 true_negative_rate:1.000 true_positive:398 true_negative:1261 false_positive:0 false_negative:16459 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:177 true_negative:1261 false_positive:0 false_negative:16680 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:60 true_negative:1261 false_positive:0 false_negative:16797 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:28 true_negative:1261 false_positive:0 false_negative:16829 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:1261 false_positive:0 false_negative:16837 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:1261 false_positive:0 false_negative:16845 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:1261 false_positive:0 false_negative:16851 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:1261 false_positive:0 false_negative:16852 
csail_ocount_40_osize_10_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1261 false_positive:0 false_negative:16856 
