csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.000 precision:0.983 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:299 false_negative:0 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.050 precision:0.985 recall:0.977 true_negative_rate:0.137 true_positive:16471 true_negative:41 false_positive:258 false_negative:386 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.100 precision:0.992 recall:0.901 true_negative_rate:0.565 true_positive:15180 true_negative:169 false_positive:130 false_negative:1677 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.150 precision:0.995 recall:0.748 true_negative_rate:0.799 true_positive:12602 true_negative:239 false_positive:60 false_negative:4255 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.200 precision:0.998 recall:0.565 true_negative_rate:0.923 true_positive:9520 true_negative:276 false_positive:23 false_negative:7337 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.250 precision:0.998 recall:0.408 true_negative_rate:0.950 true_positive:6879 true_negative:284 false_positive:15 false_negative:9978 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.298 true_negative_rate:0.980 true_positive:5020 true_negative:293 false_positive:6 false_negative:11837 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.222 true_negative_rate:0.990 true_positive:3737 true_negative:296 false_positive:3 false_negative:13120 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.157 true_negative_rate:1.000 true_positive:2645 true_negative:299 false_positive:0 false_negative:14212 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.105 true_negative_rate:1.000 true_positive:1772 true_negative:299 false_positive:0 false_negative:15085 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:1116 true_negative:299 false_positive:0 false_negative:15741 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:649 true_negative:299 false_positive:0 false_negative:16208 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:370 true_negative:299 false_positive:0 false_negative:16487 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:155 true_negative:299 false_positive:0 false_negative:16702 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:59 true_negative:299 false_positive:0 false_negative:16798 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:299 false_positive:0 false_negative:16831 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:299 false_positive:0 false_negative:16837 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:299 false_positive:0 false_negative:16845 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:299 false_positive:0 false_negative:16852 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:299 false_positive:0 false_negative:16854 
csail_ocount_40_osize_4_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:299 false_positive:0 false_negative:16856 
