fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.000 precision:0.943 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:2101 false_negative:0 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.050 precision:0.944 recall:0.932 true_negative_rate:0.084 true_positive:32468 true_negative:176 false_positive:1925 false_negative:2363 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.100 precision:0.959 recall:0.779 true_negative_rate:0.448 true_positive:27119 true_negative:941 false_positive:1160 false_negative:7712 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.150 precision:0.982 recall:0.600 true_negative_rate:0.817 true_positive:20914 true_negative:1717 false_positive:384 false_negative:13917 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.200 precision:0.994 recall:0.468 true_negative_rate:0.951 true_positive:16306 true_negative:1998 false_positive:103 false_negative:18525 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.250 precision:0.995 recall:0.391 true_negative_rate:0.970 true_positive:13615 true_negative:2038 false_positive:63 false_negative:21216 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.300 precision:0.996 recall:0.328 true_negative_rate:0.979 true_positive:11425 true_negative:2056 false_positive:45 false_negative:23406 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.350 precision:0.998 recall:0.273 true_negative_rate:0.990 true_positive:9523 true_negative:2079 false_positive:22 false_negative:25308 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.229 true_negative_rate:0.996 true_positive:7982 true_negative:2092 false_positive:9 false_negative:26849 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.187 true_negative_rate:1.000 true_positive:6501 true_negative:2100 false_positive:1 false_negative:28330 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:5006 true_negative:2101 false_positive:0 false_negative:29825 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:3855 true_negative:2101 false_positive:0 false_negative:30976 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.078 true_negative_rate:1.000 true_positive:2701 true_negative:2101 false_positive:0 false_negative:32130 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:1777 true_negative:2101 false_positive:0 false_negative:33054 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1288 true_negative:2101 false_positive:0 false_negative:33543 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:985 true_negative:2101 false_positive:0 false_negative:33846 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:651 true_negative:2101 false_positive:0 false_negative:34180 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:209 true_negative:2101 false_positive:0 false_negative:34622 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:48 true_negative:2101 false_positive:0 false_negative:34783 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:2101 false_positive:0 false_negative:34818 
fhw_ocount_40_osize_12_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2101 false_positive:0 false_negative:34830 
