edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.000 precision:0.991 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:396 false_negative:0 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.050 precision:0.999 recall:0.702 true_negative_rate:0.912 true_positive:31302 true_negative:361 false_positive:35 false_negative:13285 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.100 precision:0.999 recall:0.442 true_negative_rate:0.975 true_positive:19689 true_negative:386 false_positive:10 false_negative:24898 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.150 precision:1.000 recall:0.303 true_negative_rate:0.990 true_positive:13507 true_negative:392 false_positive:4 false_negative:31080 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.200 precision:1.000 recall:0.217 true_negative_rate:1.000 true_positive:9655 true_negative:396 false_positive:0 false_negative:34932 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.165 true_negative_rate:1.000 true_positive:7370 true_negative:396 false_positive:0 false_negative:37217 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5715 true_negative:396 false_positive:0 false_negative:38872 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4861 true_negative:396 false_positive:0 false_negative:39726 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3951 true_negative:396 false_positive:0 false_negative:40636 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3619 true_negative:396 false_positive:0 false_negative:40968 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3320 true_negative:396 false_positive:0 false_negative:41267 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:396 false_positive:0 false_negative:41478 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3050 true_negative:396 false_positive:0 false_negative:41537 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2698 true_negative:396 false_positive:0 false_negative:41889 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:669 true_negative:396 false_positive:0 false_negative:43918 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:403 true_negative:396 false_positive:0 false_negative:44184 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:396 false_positive:0 false_negative:44581 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:396 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:396 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:396 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_4_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:396 false_positive:0 false_negative:44586 
