csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.000 precision:0.958 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:744 false_negative:0 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.050 precision:0.975 recall:0.968 true_negative_rate:0.433 true_positive:16312 true_negative:322 false_positive:422 false_negative:545 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.100 precision:0.991 recall:0.869 true_negative_rate:0.815 true_positive:14655 true_negative:606 false_positive:138 false_negative:2202 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.150 precision:0.996 recall:0.698 true_negative_rate:0.944 true_positive:11768 true_negative:702 false_positive:42 false_negative:5089 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.200 precision:0.998 recall:0.512 true_negative_rate:0.978 true_positive:8627 true_negative:728 false_positive:16 false_negative:8230 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.365 true_negative_rate:0.993 true_positive:6150 true_negative:739 false_positive:5 false_negative:10707 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.269 true_negative_rate:0.997 true_positive:4532 true_negative:742 false_positive:2 false_negative:12325 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.202 true_negative_rate:0.999 true_positive:3412 true_negative:743 false_positive:1 false_negative:13445 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.150 true_negative_rate:1.000 true_positive:2524 true_negative:744 false_positive:0 false_negative:14333 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.107 true_negative_rate:1.000 true_positive:1805 true_negative:744 false_positive:0 false_negative:15052 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:1151 true_negative:744 false_positive:0 false_negative:15706 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.041 true_negative_rate:1.000 true_positive:697 true_negative:744 false_positive:0 false_negative:16160 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.024 true_negative_rate:1.000 true_positive:401 true_negative:744 false_positive:0 false_negative:16456 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:180 true_negative:744 false_positive:0 false_negative:16677 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:66 true_negative:744 false_positive:0 false_negative:16791 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:744 false_positive:0 false_negative:16831 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:22 true_negative:744 false_positive:0 false_negative:16835 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:14 true_negative:744 false_positive:0 false_negative:16843 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:744 false_positive:0 false_negative:16851 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:744 false_positive:0 false_negative:16853 
csail_ocount_160_osize_3_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:744 false_positive:0 false_negative:16856 
