fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.000 precision:0.992 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:280 false_negative:0 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.050 precision:0.996 recall:0.934 true_negative_rate:0.475 true_positive:32537 true_negative:133 false_positive:147 false_negative:2294 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.100 precision:0.997 recall:0.779 true_negative_rate:0.711 true_positive:27123 true_negative:199 false_positive:81 false_negative:7708 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.595 true_negative_rate:0.896 true_positive:20721 true_negative:251 false_positive:29 false_negative:14110 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.464 true_negative_rate:0.939 true_positive:16156 true_negative:263 false_positive:17 false_negative:18675 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.388 true_negative_rate:0.968 true_positive:13503 true_negative:271 false_positive:9 false_negative:21328 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.326 true_negative_rate:0.989 true_positive:11345 true_negative:277 false_positive:3 false_negative:23486 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.271 true_negative_rate:1.000 true_positive:9428 true_negative:280 false_positive:0 false_negative:25403 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.226 true_negative_rate:1.000 true_positive:7878 true_negative:280 false_positive:0 false_negative:26953 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6423 true_negative:280 false_positive:0 false_negative:28408 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.143 true_negative_rate:1.000 true_positive:4976 true_negative:280 false_positive:0 false_negative:29855 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:3824 true_negative:280 false_positive:0 false_negative:31007 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:2650 true_negative:280 false_positive:0 false_negative:32181 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.048 true_negative_rate:1.000 true_positive:1689 true_negative:280 false_positive:0 false_negative:33142 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1240 true_negative:280 false_positive:0 false_negative:33591 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:972 true_negative:280 false_positive:0 false_negative:33859 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:665 true_negative:280 false_positive:0 false_negative:34166 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:209 true_negative:280 false_positive:0 false_negative:34622 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:49 true_negative:280 false_positive:0 false_negative:34782 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:280 false_positive:0 false_negative:34818 
fhw_ocount_80_osize_3_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:280 false_positive:0 false_negative:34830 
