csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.000 precision:0.782 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:4691 false_negative:0 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.050 precision:0.775 recall:0.937 true_negative_rate:0.023 true_positive:15793 true_negative:110 false_positive:4581 false_negative:1064 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.100 precision:0.767 recall:0.816 true_negative_rate:0.112 true_positive:13749 true_negative:525 false_positive:4166 false_negative:3108 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.150 precision:0.775 recall:0.620 true_negative_rate:0.352 true_positive:10457 true_negative:1649 false_positive:3042 false_negative:6400 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.200 precision:0.837 recall:0.444 true_negative_rate:0.690 true_positive:7486 true_negative:3238 false_positive:1453 false_negative:9371 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.250 precision:0.931 recall:0.334 true_negative_rate:0.910 true_positive:5624 true_negative:4271 false_positive:420 false_negative:11233 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.300 precision:0.962 recall:0.250 true_negative_rate:0.965 true_positive:4206 true_negative:4525 false_positive:166 false_negative:12651 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.350 precision:0.979 recall:0.185 true_negative_rate:0.986 true_positive:3112 true_negative:4624 false_positive:67 false_negative:13745 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.400 precision:0.995 recall:0.133 true_negative_rate:0.998 true_positive:2248 true_negative:4680 false_positive:11 false_negative:14609 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.096 true_negative_rate:1.000 true_positive:1618 true_negative:4690 false_positive:1 false_negative:15239 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:1044 true_negative:4691 false_positive:0 false_negative:15813 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:621 true_negative:4691 false_positive:0 false_negative:16236 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:321 true_negative:4691 false_positive:0 false_negative:16536 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:135 true_negative:4691 false_positive:0 false_negative:16722 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:56 true_negative:4691 false_positive:0 false_negative:16801 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:29 true_negative:4691 false_positive:0 false_negative:16828 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:4691 false_positive:0 false_negative:16838 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:11 true_negative:4691 false_positive:0 false_negative:16846 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:4691 false_positive:0 false_negative:16850 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:4691 false_positive:0 false_negative:16853 
csail_ocount_60_osize_14_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4691 false_positive:0 false_negative:16856 
