edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.000 precision:0.931 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:3313 false_negative:0 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.050 precision:0.953 recall:0.710 true_negative_rate:0.532 true_positive:31671 true_negative:1763 false_positive:1550 false_negative:12916 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.100 precision:0.989 recall:0.443 true_negative_rate:0.933 true_positive:19741 true_negative:3091 false_positive:222 false_negative:24846 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.150 precision:0.992 recall:0.305 true_negative_rate:0.968 true_positive:13621 true_negative:3207 false_positive:106 false_negative:30966 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.200 precision:0.996 recall:0.220 true_negative_rate:0.989 true_positive:9795 true_negative:3275 false_positive:38 false_negative:34792 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.166 true_negative_rate:0.997 true_positive:7396 true_negative:3304 false_positive:9 false_negative:37191 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.129 true_negative_rate:1.000 true_positive:5741 true_negative:3313 false_positive:0 false_negative:38846 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4880 true_negative:3313 false_positive:0 false_negative:39707 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3967 true_negative:3313 false_positive:0 false_negative:40620 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3620 true_negative:3313 false_positive:0 false_negative:40967 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3318 true_negative:3313 false_positive:0 false_negative:41269 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:3313 false_positive:0 false_negative:41478 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3050 true_negative:3313 false_positive:0 false_negative:41537 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2685 true_negative:3313 false_positive:0 false_negative:41902 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:713 true_negative:3313 false_positive:0 false_negative:43874 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:404 true_negative:3313 false_positive:0 false_negative:44183 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:3313 false_positive:0 false_negative:44581 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3313 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3313 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3313 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_15_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3313 false_positive:0 false_negative:44586 
