aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.000 precision:0.942 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:2315 false_negative:0 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.050 precision:0.946 recall:0.863 true_negative_rate:0.187 true_positive:32635 true_negative:434 false_positive:1881 false_negative:5160 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.100 precision:0.990 recall:0.720 true_negative_rate:0.883 true_positive:27209 true_negative:2045 false_positive:270 false_negative:10586 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.150 precision:0.997 recall:0.619 true_negative_rate:0.966 true_positive:23405 true_negative:2236 false_positive:79 false_negative:14390 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.200 precision:0.997 recall:0.540 true_negative_rate:0.978 true_positive:20424 true_negative:2263 false_positive:52 false_negative:17371 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.478 true_negative_rate:0.992 true_positive:18078 true_negative:2297 false_positive:18 false_negative:19717 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.421 true_negative_rate:0.997 true_positive:15893 true_negative:2307 false_positive:8 false_negative:21902 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.356 true_negative_rate:0.998 true_positive:13473 true_negative:2311 false_positive:4 false_negative:24322 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.287 true_negative_rate:0.999 true_positive:10853 true_negative:2312 false_positive:3 false_negative:26942 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.231 true_negative_rate:0.999 true_positive:8725 true_negative:2312 false_positive:3 false_negative:29070 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.185 true_negative_rate:0.999 true_positive:6980 true_negative:2313 false_positive:2 false_negative:30815 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5318 true_negative:2315 false_positive:0 false_negative:32477 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3794 true_negative:2315 false_positive:0 false_negative:34001 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2525 true_negative:2315 false_positive:0 false_negative:35270 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1306 true_negative:2315 false_positive:0 false_negative:36489 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:506 true_negative:2315 false_positive:0 false_negative:37289 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:60 true_negative:2315 false_positive:0 false_negative:37735 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:2315 false_positive:0 false_negative:37760 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:2315 false_positive:0 false_negative:37769 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:2315 false_positive:0 false_negative:37783 
aces_publicb_ocount_40_osize_14_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2315 false_positive:0 false_negative:37794 
