aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.000 precision:0.918 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:3357 false_negative:0 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.050 precision:0.957 recall:0.866 true_negative_rate:0.561 true_positive:32739 true_negative:1882 false_positive:1475 false_negative:5056 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.100 precision:0.994 recall:0.723 true_negative_rate:0.952 true_positive:27317 true_negative:3197 false_positive:160 false_negative:10478 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.150 precision:0.998 recall:0.621 true_negative_rate:0.984 true_positive:23472 true_negative:3304 false_positive:53 false_negative:14323 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.200 precision:0.999 recall:0.541 true_negative_rate:0.993 true_positive:20443 true_negative:3332 false_positive:25 false_negative:17352 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.476 true_negative_rate:0.996 true_positive:17974 true_negative:3344 false_positive:13 false_negative:19821 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.421 true_negative_rate:0.999 true_positive:15896 true_negative:3353 false_positive:4 false_negative:21899 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.357 true_negative_rate:1.000 true_positive:13499 true_negative:3356 false_positive:1 false_negative:24296 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.287 true_negative_rate:1.000 true_positive:10846 true_negative:3356 false_positive:1 false_negative:26949 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:8705 true_negative:3356 false_positive:1 false_negative:29090 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:6997 true_negative:3357 false_positive:0 false_negative:30798 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:5309 true_negative:3357 false_positive:0 false_negative:32486 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3767 true_negative:3357 false_positive:0 false_negative:34028 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2520 true_negative:3357 false_positive:0 false_negative:35275 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1289 true_negative:3357 false_positive:0 false_negative:36506 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:510 true_negative:3357 false_positive:0 false_negative:37285 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:64 true_negative:3357 false_positive:0 false_negative:37731 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:34 true_negative:3357 false_positive:0 false_negative:37761 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:3357 false_positive:0 false_negative:37769 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:3357 false_positive:0 false_negative:37783 
aces_publicb_ocount_140_osize_8_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3357 false_positive:0 false_negative:37794 
