edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.000 precision:0.682 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:20796 false_negative:0 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.050 precision:0.646 recall:0.742 true_negative_rate:0.127 true_positive:33086 true_negative:2649 false_positive:18147 false_negative:11501 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.100 precision:0.783 recall:0.477 true_negative_rate:0.716 true_positive:21279 true_negative:14882 false_positive:5914 false_negative:23308 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.150 precision:0.934 recall:0.322 true_negative_rate:0.951 true_positive:14376 true_negative:19783 false_positive:1013 false_negative:30211 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.200 precision:0.972 recall:0.224 true_negative_rate:0.986 true_positive:10000 true_negative:20512 false_positive:284 false_negative:34587 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.250 precision:0.995 recall:0.169 true_negative_rate:0.998 true_positive:7513 true_negative:20758 false_positive:38 false_negative:37074 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.130 true_negative_rate:1.000 true_positive:5783 true_negative:20796 false_positive:0 false_negative:38804 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4881 true_negative:20796 false_positive:0 false_negative:39706 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3959 true_negative:20796 false_positive:0 false_negative:40628 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3616 true_negative:20796 false_positive:0 false_negative:40971 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3295 true_negative:20796 false_positive:0 false_negative:41292 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3101 true_negative:20796 false_positive:0 false_negative:41486 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3045 true_negative:20796 false_positive:0 false_negative:41542 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2732 true_negative:20796 false_positive:0 false_negative:41855 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:857 true_negative:20796 false_positive:0 false_negative:43730 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:434 true_negative:20796 false_positive:0 false_negative:44153 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:22 true_negative:20796 false_positive:0 false_negative:44565 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:20796 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:20796 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:20796 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_27_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:20796 false_positive:0 false_negative:44586 
