aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.000 precision:0.994 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:241 false_negative:0 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.050 precision:0.999 recall:0.857 true_negative_rate:0.863 true_positive:32409 true_negative:208 false_positive:33 false_negative:5386 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.100 precision:1.000 recall:0.717 true_negative_rate:0.971 true_positive:27113 true_negative:234 false_positive:7 false_negative:10682 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.150 precision:1.000 recall:0.618 true_negative_rate:0.992 true_positive:23363 true_negative:239 false_positive:2 false_negative:14432 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.200 precision:1.000 recall:0.540 true_negative_rate:1.000 true_positive:20413 true_negative:241 false_positive:0 false_negative:17382 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.475 true_negative_rate:1.000 true_positive:17970 true_negative:241 false_positive:0 false_negative:19825 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:1.000 true_positive:15871 true_negative:241 false_positive:0 false_negative:21924 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.356 true_negative_rate:1.000 true_positive:13470 true_negative:241 false_positive:0 false_negative:24325 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.286 true_negative_rate:1.000 true_positive:10809 true_negative:241 false_positive:0 false_negative:26986 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:8702 true_negative:241 false_positive:0 false_negative:29093 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6948 true_negative:241 false_positive:0 false_negative:30847 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:5308 true_negative:241 false_positive:0 false_negative:32487 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3762 true_negative:241 false_positive:0 false_negative:34033 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2522 true_negative:241 false_positive:0 false_negative:35273 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1299 true_negative:241 false_positive:0 false_negative:36496 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:505 true_negative:241 false_positive:0 false_negative:37290 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:59 true_negative:241 false_positive:0 false_negative:37736 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:241 false_positive:0 false_negative:37760 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:241 false_positive:0 false_negative:37770 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:241 false_positive:0 false_negative:37783 
aces_publicb_ocount_60_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:241 false_positive:0 false_negative:37794 
