fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.000 precision:0.772 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:4404 false_negative:0 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.050 precision:0.812 recall:0.921 true_negative_rate:0.277 true_positive:13713 true_negative:1222 false_positive:3182 false_negative:1180 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.100 precision:0.946 recall:0.803 true_negative_rate:0.844 true_positive:11955 true_negative:3719 false_positive:685 false_negative:2938 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.150 precision:0.985 recall:0.666 true_negative_rate:0.965 true_positive:9916 true_negative:4250 false_positive:154 false_negative:4977 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.200 precision:0.992 recall:0.554 true_negative_rate:0.986 true_positive:8245 true_negative:4341 false_positive:63 false_negative:6648 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.250 precision:0.995 recall:0.477 true_negative_rate:0.992 true_positive:7109 true_negative:4368 false_positive:36 false_negative:7784 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.300 precision:0.996 recall:0.419 true_negative_rate:0.995 true_positive:6233 true_negative:4382 false_positive:22 false_negative:8660 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.350 precision:0.998 recall:0.376 true_negative_rate:0.997 true_positive:5594 true_negative:4392 false_positive:12 false_negative:9299 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.327 true_negative_rate:0.999 true_positive:4877 true_negative:4398 false_positive:6 false_negative:10016 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.288 true_negative_rate:0.999 true_positive:4282 true_negative:4399 false_positive:5 false_negative:10611 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.255 true_negative_rate:0.999 true_positive:3793 true_negative:4400 false_positive:4 false_negative:11100 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.220 true_negative_rate:1.000 true_positive:3277 true_negative:4404 false_positive:0 false_negative:11616 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.188 true_negative_rate:1.000 true_positive:2801 true_negative:4404 false_positive:0 false_negative:12092 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:2178 true_negative:4404 false_positive:0 false_negative:12715 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:1663 true_negative:4404 false_positive:0 false_negative:13230 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:1224 true_negative:4404 false_positive:0 false_negative:13669 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.052 true_negative_rate:1.000 true_positive:773 true_negative:4404 false_positive:0 false_negative:14120 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:344 true_negative:4404 false_positive:0 false_negative:14549 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:110 true_negative:4404 false_positive:0 false_negative:14783 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:23 true_negative:4404 false_positive:0 false_negative:14870 
fr101_ocount_160_osize_8_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4404 false_positive:0 false_negative:14892 
