aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.000 precision:0.921 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:3262 false_negative:0 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.050 precision:0.978 recall:0.863 true_negative_rate:0.772 true_positive:32604 true_negative:2517 false_positive:745 false_negative:5191 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.100 precision:0.995 recall:0.719 true_negative_rate:0.955 true_positive:27190 true_negative:3115 false_positive:147 false_negative:10605 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.150 precision:0.997 recall:0.620 true_negative_rate:0.980 true_positive:23424 true_negative:3197 false_positive:65 false_negative:14371 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.541 true_negative_rate:0.990 true_positive:20431 true_negative:3228 false_positive:34 false_negative:17364 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.476 true_negative_rate:0.994 true_positive:18008 true_negative:3244 false_positive:18 false_negative:19787 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.420 true_negative_rate:0.996 true_positive:15864 true_negative:3249 false_positive:13 false_negative:21931 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.357 true_negative_rate:0.996 true_positive:13482 true_negative:3249 false_positive:13 false_negative:24313 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.287 true_negative_rate:0.997 true_positive:10839 true_negative:3251 false_positive:11 false_negative:26956 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.230 true_negative_rate:0.997 true_positive:8698 true_negative:3252 false_positive:10 false_negative:29097 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.184 true_negative_rate:0.998 true_positive:6966 true_negative:3254 false_positive:8 false_negative:30829 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.550 precision:0.999 recall:0.140 true_negative_rate:0.999 true_positive:5301 true_negative:3258 false_positive:4 false_negative:32494 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.099 true_negative_rate:1.000 true_positive:3741 true_negative:3262 false_positive:0 false_negative:34054 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:2498 true_negative:3262 false_positive:0 false_negative:35297 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1280 true_negative:3262 false_positive:0 false_negative:36515 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:509 true_negative:3262 false_positive:0 false_negative:37286 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:79 true_negative:3262 false_positive:0 false_negative:37716 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:34 true_negative:3262 false_positive:0 false_negative:37761 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:3262 false_positive:0 false_negative:37771 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:3262 false_positive:0 false_negative:37783 
aces_publicb_ocount_160_osize_6_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3262 false_positive:0 false_negative:37794 
