fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.000 precision:0.846 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:2721 false_negative:0 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.050 precision:0.859 recall:0.920 true_negative_rate:0.175 true_positive:13706 true_negative:475 false_positive:2246 false_negative:1187 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.100 precision:0.937 recall:0.802 true_negative_rate:0.707 true_positive:11941 true_negative:1924 false_positive:797 false_negative:2952 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.150 precision:0.992 recall:0.659 true_negative_rate:0.972 true_positive:9809 true_negative:2644 false_positive:77 false_negative:5084 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.200 precision:0.997 recall:0.543 true_negative_rate:0.990 true_positive:8080 true_negative:2695 false_positive:26 false_negative:6813 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.250 precision:0.997 recall:0.468 true_negative_rate:0.993 true_positive:6967 true_negative:2701 false_positive:20 false_negative:7926 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.411 true_negative_rate:0.999 true_positive:6118 true_negative:2717 false_positive:4 false_negative:8775 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.371 true_negative_rate:1.000 true_positive:5532 true_negative:2721 false_positive:0 false_negative:9361 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.324 true_negative_rate:1.000 true_positive:4819 true_negative:2721 false_positive:0 false_negative:10074 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.282 true_negative_rate:1.000 true_positive:4204 true_negative:2721 false_positive:0 false_negative:10689 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.250 true_negative_rate:1.000 true_positive:3719 true_negative:2721 false_positive:0 false_negative:11174 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.218 true_negative_rate:1.000 true_positive:3243 true_negative:2721 false_positive:0 false_negative:11650 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.182 true_negative_rate:1.000 true_positive:2706 true_negative:2721 false_positive:0 false_negative:12187 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.143 true_negative_rate:1.000 true_positive:2126 true_negative:2721 false_positive:0 false_negative:12767 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.107 true_negative_rate:1.000 true_positive:1597 true_negative:2721 false_positive:0 false_negative:13296 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:1207 true_negative:2721 false_positive:0 false_negative:13686 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.048 true_negative_rate:1.000 true_positive:718 true_negative:2721 false_positive:0 false_negative:14175 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:268 true_negative:2721 false_positive:0 false_negative:14625 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:97 true_negative:2721 false_positive:0 false_negative:14796 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:24 true_negative:2721 false_positive:0 false_negative:14869 
fr101_ocount_60_osize_10_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2721 false_positive:0 false_negative:14892 
