csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.000 precision:0.971 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:511 false_negative:0 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.050 precision:0.982 recall:0.967 true_negative_rate:0.423 true_positive:16305 true_negative:216 false_positive:295 false_negative:552 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.100 precision:0.992 recall:0.867 true_negative_rate:0.763 true_positive:14623 true_negative:390 false_positive:121 false_negative:2234 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.150 precision:0.995 recall:0.694 true_negative_rate:0.888 true_positive:11703 true_negative:454 false_positive:57 false_negative:5154 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.200 precision:0.997 recall:0.502 true_negative_rate:0.943 true_positive:8461 true_negative:482 false_positive:29 false_negative:8396 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.250 precision:0.998 recall:0.361 true_negative_rate:0.973 true_positive:6084 true_negative:497 false_positive:14 false_negative:10773 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.266 true_negative_rate:0.994 true_positive:4480 true_negative:508 false_positive:3 false_negative:12377 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.198 true_negative_rate:1.000 true_positive:3342 true_negative:511 false_positive:0 false_negative:13515 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:2423 true_negative:511 false_positive:0 false_negative:14434 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.101 true_negative_rate:1.000 true_positive:1697 true_negative:511 false_positive:0 false_negative:15160 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.063 true_negative_rate:1.000 true_positive:1063 true_negative:511 false_positive:0 false_negative:15794 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:656 true_negative:511 false_positive:0 false_negative:16201 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:372 true_negative:511 false_positive:0 false_negative:16485 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:152 true_negative:511 false_positive:0 false_negative:16705 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:56 true_negative:511 false_positive:0 false_negative:16801 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:511 false_positive:0 false_negative:16832 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:511 false_positive:0 false_negative:16838 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:511 false_positive:0 false_negative:16845 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:511 false_positive:0 false_negative:16851 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:511 false_positive:0 false_negative:16854 
csail_ocount_120_osize_3_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:511 false_positive:0 false_negative:16856 
