fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.000 precision:0.669 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:7373 false_negative:0 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.050 precision:0.661 recall:0.925 true_negative_rate:0.041 true_positive:13777 true_negative:305 false_positive:7068 false_negative:1116 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.100 precision:0.689 recall:0.809 true_negative_rate:0.261 true_positive:12049 true_negative:1922 false_positive:5451 false_negative:2844 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.150 precision:0.835 recall:0.690 true_negative_rate:0.724 true_positive:10270 true_negative:5338 false_positive:2035 false_negative:4623 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.200 precision:0.926 recall:0.570 true_negative_rate:0.907 true_positive:8489 true_negative:6690 false_positive:683 false_negative:6404 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.250 precision:0.975 recall:0.483 true_negative_rate:0.975 true_positive:7188 true_negative:7187 false_positive:186 false_negative:7705 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.300 precision:0.996 recall:0.421 true_negative_rate:0.996 true_positive:6274 true_negative:7345 false_positive:28 false_negative:8619 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.350 precision:0.997 recall:0.382 true_negative_rate:0.998 true_positive:5688 true_negative:7358 false_positive:15 false_negative:9205 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.400 precision:0.998 recall:0.333 true_negative_rate:0.999 true_positive:4966 true_negative:7364 false_positive:9 false_negative:9927 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.450 precision:0.998 recall:0.289 true_negative_rate:0.999 true_positive:4308 true_negative:7366 false_positive:7 false_negative:10585 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.500 precision:0.998 recall:0.257 true_negative_rate:0.999 true_positive:3826 true_negative:7366 false_positive:7 false_negative:11067 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.550 precision:0.998 recall:0.224 true_negative_rate:0.999 true_positive:3330 true_negative:7367 false_positive:6 false_negative:11563 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.600 precision:0.998 recall:0.190 true_negative_rate:0.999 true_positive:2829 true_negative:7368 false_positive:5 false_negative:12064 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.650 precision:0.999 recall:0.150 true_negative_rate:1.000 true_positive:2238 true_negative:7370 false_positive:3 false_negative:12655 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.700 precision:0.999 recall:0.117 true_negative_rate:1.000 true_positive:1736 true_negative:7371 false_positive:2 false_negative:13157 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.750 precision:0.999 recall:0.086 true_negative_rate:1.000 true_positive:1287 true_negative:7372 false_positive:1 false_negative:13606 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.059 true_negative_rate:1.000 true_positive:876 true_negative:7373 false_positive:0 false_negative:14017 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.032 true_negative_rate:1.000 true_positive:471 true_negative:7373 false_positive:0 false_negative:14422 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.012 true_negative_rate:1.000 true_positive:184 true_negative:7373 false_positive:0 false_negative:14709 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:42 true_negative:7373 false_positive:0 false_negative:14851 
fr101_ocount_80_osize_16_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:7373 false_positive:0 false_negative:14892 
