csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.000 precision:0.953 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:833 false_negative:0 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.050 precision:0.953 recall:0.974 true_negative_rate:0.025 true_positive:16426 true_negative:21 false_positive:812 false_negative:431 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.100 precision:0.958 recall:0.894 true_negative_rate:0.214 true_positive:15070 true_negative:178 false_positive:655 false_negative:1787 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.150 precision:0.964 recall:0.738 true_negative_rate:0.437 true_positive:12439 true_negative:364 false_positive:469 false_negative:4418 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.200 precision:0.977 recall:0.551 true_negative_rate:0.737 true_positive:9289 true_negative:614 false_positive:219 false_negative:7568 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.250 precision:0.990 recall:0.397 true_negative_rate:0.915 true_positive:6694 true_negative:762 false_positive:71 false_negative:10163 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.300 precision:0.996 recall:0.290 true_negative_rate:0.977 true_positive:4887 true_negative:814 false_positive:19 false_negative:11970 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.350 precision:0.998 recall:0.210 true_negative_rate:0.993 true_positive:3546 true_negative:827 false_positive:6 false_negative:13311 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:2465 true_negative:833 false_positive:0 false_negative:14392 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.096 true_negative_rate:1.000 true_positive:1623 true_negative:833 false_positive:0 false_negative:15234 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:1014 true_negative:833 false_positive:0 false_negative:15843 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:580 true_negative:833 false_positive:0 false_negative:16277 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:321 true_negative:833 false_positive:0 false_negative:16536 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:113 true_negative:833 false_positive:0 false_negative:16744 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:45 true_negative:833 false_positive:0 false_negative:16812 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:27 true_negative:833 false_positive:0 false_negative:16830 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:833 false_positive:0 false_negative:16838 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:10 true_negative:833 false_positive:0 false_negative:16847 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:833 false_positive:0 false_negative:16851 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:833 false_positive:0 false_negative:16854 
csail_ocount_20_osize_11_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:833 false_positive:0 false_negative:16856 
