fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.000 precision:0.574 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:11065 false_negative:0 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.050 precision:0.560 recall:0.927 true_negative_rate:0.020 true_positive:13806 true_negative:223 false_positive:10842 false_negative:1087 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.100 precision:0.565 recall:0.815 true_negative_rate:0.157 true_positive:12141 true_negative:1735 false_positive:9330 false_negative:2752 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.150 precision:0.641 recall:0.687 true_negative_rate:0.481 true_positive:10234 true_negative:5324 false_positive:5741 false_negative:4659 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.200 precision:0.786 recall:0.577 true_negative_rate:0.789 true_positive:8594 true_negative:8727 false_positive:2338 false_negative:6299 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.250 precision:0.893 recall:0.482 true_negative_rate:0.922 true_positive:7173 true_negative:10207 false_positive:858 false_negative:7720 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.300 precision:0.955 recall:0.424 true_negative_rate:0.973 true_positive:6315 true_negative:10768 false_positive:297 false_negative:8578 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.350 precision:0.988 recall:0.378 true_negative_rate:0.994 true_positive:5636 true_negative:10994 false_positive:71 false_negative:9257 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.400 precision:0.998 recall:0.325 true_negative_rate:0.999 true_positive:4840 true_negative:11054 false_positive:11 false_negative:10053 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.275 true_negative_rate:1.000 true_positive:4089 true_negative:11062 false_positive:3 false_negative:10804 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.237 true_negative_rate:1.000 true_positive:3528 true_negative:11065 false_positive:0 false_negative:11365 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.204 true_negative_rate:1.000 true_positive:3033 true_negative:11065 false_positive:0 false_negative:11860 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.168 true_negative_rate:1.000 true_positive:2497 true_negative:11065 false_positive:0 false_negative:12396 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.131 true_negative_rate:1.000 true_positive:1949 true_negative:11065 false_positive:0 false_negative:12944 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.097 true_negative_rate:1.000 true_positive:1445 true_negative:11065 false_positive:0 false_negative:13448 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.063 true_negative_rate:1.000 true_positive:937 true_negative:11065 false_positive:0 false_negative:13956 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:436 true_negative:11065 false_positive:0 false_negative:14457 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:212 true_negative:11065 false_positive:0 false_negative:14681 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:106 true_negative:11065 false_positive:0 false_negative:14787 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:24 true_negative:11065 false_positive:0 false_negative:14869 
fr101_ocount_60_osize_22_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:11065 false_positive:0 false_negative:14892 
