fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.000 precision:0.988 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:407 false_negative:0 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.050 precision:0.992 recall:0.934 true_negative_rate:0.383 true_positive:32538 true_negative:156 false_positive:251 false_negative:2293 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.100 precision:0.997 recall:0.781 true_negative_rate:0.808 true_positive:27208 true_negative:329 false_positive:78 false_negative:7623 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.150 precision:0.999 recall:0.593 true_negative_rate:0.936 true_positive:20672 true_negative:381 false_positive:26 false_negative:14159 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.462 true_negative_rate:0.983 true_positive:16104 true_negative:400 false_positive:7 false_negative:18727 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.386 true_negative_rate:0.988 true_positive:13460 true_negative:402 false_positive:5 false_negative:21371 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.326 true_negative_rate:0.990 true_positive:11344 true_negative:403 false_positive:4 false_negative:23487 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.271 true_negative_rate:0.993 true_positive:9426 true_negative:404 false_positive:3 false_negative:25405 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.225 true_negative_rate:0.998 true_positive:7830 true_negative:406 false_positive:1 false_negative:27001 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.185 true_negative_rate:0.998 true_positive:6427 true_negative:406 false_positive:1 false_negative:28404 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.143 true_negative_rate:1.000 true_positive:4988 true_negative:407 false_positive:0 false_negative:29843 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:3846 true_negative:407 false_positive:0 false_negative:30985 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2687 true_negative:407 false_positive:0 false_negative:32144 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1708 true_negative:407 false_positive:0 false_negative:33123 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1247 true_negative:407 false_positive:0 false_negative:33584 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:973 true_negative:407 false_positive:0 false_negative:33858 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:653 true_negative:407 false_positive:0 false_negative:34178 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:209 true_negative:407 false_positive:0 false_negative:34622 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:42 true_negative:407 false_positive:0 false_negative:34789 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:407 false_positive:0 false_negative:34819 
fhw_ocount_60_osize_4_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:407 false_positive:0 false_negative:34830 
