fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.000 precision:0.980 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:716 false_negative:0 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.050 precision:0.985 recall:0.936 true_negative_rate:0.284 true_positive:32609 true_negative:203 false_positive:513 false_negative:2222 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.100 precision:0.993 recall:0.782 true_negative_rate:0.744 true_positive:27229 true_negative:533 false_positive:183 false_negative:7602 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.150 precision:0.998 recall:0.600 true_negative_rate:0.941 true_positive:20909 true_negative:674 false_positive:42 false_negative:13922 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.468 true_negative_rate:0.980 true_positive:16302 true_negative:702 false_positive:14 false_negative:18529 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.388 true_negative_rate:0.990 true_positive:13512 true_negative:709 false_positive:7 false_negative:21319 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.325 true_negative_rate:0.992 true_positive:11328 true_negative:710 false_positive:6 false_negative:23503 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.270 true_negative_rate:0.992 true_positive:9396 true_negative:710 false_positive:6 false_negative:25435 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.225 true_negative_rate:0.992 true_positive:7839 true_negative:710 false_positive:6 false_negative:26992 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.185 true_negative_rate:0.992 true_positive:6442 true_negative:710 false_positive:6 false_negative:28389 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.144 true_negative_rate:0.993 true_positive:5021 true_negative:711 false_positive:5 false_negative:29810 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.550 precision:0.999 recall:0.111 true_negative_rate:0.993 true_positive:3883 true_negative:711 false_positive:5 false_negative:30948 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.600 precision:0.999 recall:0.078 true_negative_rate:0.994 true_positive:2733 true_negative:712 false_positive:4 false_negative:32098 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.650 precision:0.998 recall:0.050 true_negative_rate:0.996 true_positive:1728 true_negative:713 false_positive:3 false_negative:33103 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1284 true_negative:716 false_positive:0 false_negative:33547 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:979 true_negative:716 false_positive:0 false_negative:33852 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:688 true_negative:716 false_positive:0 false_negative:34143 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:233 true_negative:716 false_positive:0 false_negative:34598 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:49 true_negative:716 false_positive:0 false_negative:34782 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:716 false_positive:0 false_negative:34818 
fhw_ocount_60_osize_6_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:716 false_positive:0 false_negative:34830 
