fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.000 precision:0.977 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:843 false_negative:0 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.050 precision:0.986 recall:0.977 true_negative_rate:0.410 true_positive:35612 true_negative:346 false_positive:497 false_negative:853 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.100 precision:0.992 recall:0.900 true_negative_rate:0.698 true_positive:32804 true_negative:588 false_positive:255 false_negative:3661 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.150 precision:0.995 recall:0.757 true_negative_rate:0.846 true_positive:27608 true_negative:713 false_positive:130 false_negative:8857 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.200 precision:0.996 recall:0.591 true_negative_rate:0.907 true_positive:21534 true_negative:765 false_positive:78 false_negative:14931 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.250 precision:0.998 recall:0.459 true_negative_rate:0.951 true_positive:16727 true_negative:802 false_positive:41 false_negative:19738 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.350 true_negative_rate:0.979 true_positive:12746 true_negative:825 false_positive:18 false_negative:23719 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.251 true_negative_rate:0.993 true_positive:9169 true_negative:837 false_positive:6 false_negative:27296 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.176 true_negative_rate:1.000 true_positive:6416 true_negative:843 false_positive:0 false_negative:30049 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.122 true_negative_rate:1.000 true_positive:4459 true_negative:843 false_positive:0 false_negative:32006 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:2973 true_negative:843 false_positive:0 false_negative:33492 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.052 true_negative_rate:1.000 true_positive:1913 true_negative:843 false_positive:0 false_negative:34552 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:968 true_negative:843 false_positive:0 false_negative:35497 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:393 true_negative:843 false_positive:0 false_negative:36072 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:157 true_negative:843 false_positive:0 false_negative:36308 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:77 true_negative:843 false_positive:0 false_negative:36388 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:37 true_negative:843 false_positive:0 false_negative:36428 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:843 false_positive:0 false_negative:36451 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:10 true_negative:843 false_positive:0 false_negative:36455 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:843 false_positive:0 false_negative:36461 
fr079_ocount_60_osize_7_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:843 false_positive:0 false_negative:36464 
