fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.000 precision:0.981 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:685 false_negative:0 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.050 precision:0.984 recall:0.936 true_negative_rate:0.228 true_positive:32594 true_negative:156 false_positive:529 false_negative:2237 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.100 precision:0.993 recall:0.780 true_negative_rate:0.709 true_positive:27174 true_negative:486 false_positive:199 false_negative:7657 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.150 precision:0.996 recall:0.597 true_negative_rate:0.869 true_positive:20802 true_negative:595 false_positive:90 false_negative:14029 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.200 precision:0.998 recall:0.466 true_negative_rate:0.953 true_positive:16228 true_negative:653 false_positive:32 false_negative:18603 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.250 precision:0.998 recall:0.390 true_negative_rate:0.962 true_positive:13578 true_negative:659 false_positive:26 false_negative:21253 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.323 true_negative_rate:0.980 true_positive:11255 true_negative:671 false_positive:14 false_negative:23576 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.269 true_negative_rate:0.987 true_positive:9379 true_negative:676 false_positive:9 false_negative:25452 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.225 true_negative_rate:0.997 true_positive:7852 true_negative:683 false_positive:2 false_negative:26979 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.183 true_negative_rate:1.000 true_positive:6380 true_negative:685 false_positive:0 false_negative:28451 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.142 true_negative_rate:1.000 true_positive:4951 true_negative:685 false_positive:0 false_negative:29880 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:3814 true_negative:685 false_positive:0 false_negative:31017 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:2629 true_negative:685 false_positive:0 false_negative:32202 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1711 true_negative:685 false_positive:0 false_negative:33120 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1252 true_negative:685 false_positive:0 false_negative:33579 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:963 true_negative:685 false_positive:0 false_negative:33868 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:645 true_negative:685 false_positive:0 false_negative:34186 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:202 true_negative:685 false_positive:0 false_negative:34629 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:45 true_negative:685 false_positive:0 false_negative:34786 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:685 false_positive:0 false_negative:34818 
fhw_ocount_40_osize_7_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:685 false_positive:0 false_negative:34830 
