edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.000 precision:0.567 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:34107 false_negative:0 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.050 precision:0.514 recall:0.753 true_negative_rate:0.071 true_positive:33592 true_negative:2407 false_positive:31700 false_negative:10995 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.100 precision:0.517 recall:0.485 true_negative_rate:0.407 true_positive:21622 true_negative:13880 false_positive:20227 false_negative:22965 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.150 precision:0.744 recall:0.322 true_negative_rate:0.855 true_positive:14364 true_negative:29160 false_positive:4947 false_negative:30223 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.200 precision:0.937 recall:0.235 true_negative_rate:0.980 true_positive:10465 true_negative:33408 false_positive:699 false_negative:34122 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.250 precision:0.960 recall:0.178 true_negative_rate:0.990 true_positive:7926 true_negative:33778 false_positive:329 false_negative:36661 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.300 precision:0.962 recall:0.133 true_negative_rate:0.993 true_positive:5921 true_negative:33875 false_positive:232 false_negative:38666 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.350 precision:0.977 recall:0.113 true_negative_rate:0.997 true_positive:5037 true_negative:33988 false_positive:119 false_negative:39550 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.400 precision:0.982 recall:0.092 true_negative_rate:0.998 true_positive:4115 true_negative:34031 false_positive:76 false_negative:40472 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.450 precision:0.994 recall:0.081 true_negative_rate:0.999 true_positive:3628 true_negative:34084 false_positive:23 false_negative:40959 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3310 true_negative:34107 false_positive:0 false_negative:41277 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3108 true_negative:34107 false_positive:0 false_negative:41479 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3027 true_negative:34107 false_positive:0 false_negative:41560 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2675 true_negative:34107 false_positive:0 false_negative:41912 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:907 true_negative:34107 false_positive:0 false_negative:43680 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:432 true_negative:34107 false_positive:0 false_negative:44155 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:55 true_negative:34107 false_positive:0 false_negative:44532 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:34107 false_positive:0 false_negative:44583 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:34107 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:34107 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_35_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:34107 false_positive:0 false_negative:44586 
