edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.000 precision:0.567 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:33984 false_negative:0 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.050 precision:0.517 recall:0.746 true_negative_rate:0.086 true_positive:33272 true_negative:2924 false_positive:31060 false_negative:11315 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.100 precision:0.617 recall:0.484 true_negative_rate:0.606 true_positive:21576 true_negative:20606 false_positive:13378 false_negative:23011 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.150 precision:0.870 recall:0.324 true_negative_rate:0.936 true_positive:14427 true_negative:31823 false_positive:2161 false_negative:30160 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.200 precision:0.962 recall:0.232 true_negative_rate:0.988 true_positive:10331 true_negative:33581 false_positive:403 false_negative:34256 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.250 precision:0.985 recall:0.174 true_negative_rate:0.996 true_positive:7751 true_negative:33863 false_positive:121 false_negative:36836 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.300 precision:0.994 recall:0.133 true_negative_rate:0.999 true_positive:5941 true_negative:33946 false_positive:38 false_negative:38646 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4876 true_negative:33984 false_positive:0 false_negative:39711 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.091 true_negative_rate:1.000 true_positive:4055 true_negative:33984 false_positive:0 false_negative:40532 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3666 true_negative:33984 false_positive:0 false_negative:40921 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3354 true_negative:33984 false_positive:0 false_negative:41233 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3102 true_negative:33984 false_positive:0 false_negative:41485 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:3074 true_negative:33984 false_positive:0 false_negative:41513 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2741 true_negative:33984 false_positive:0 false_negative:41846 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:828 true_negative:33984 false_positive:0 false_negative:43759 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:425 true_negative:33984 false_positive:0 false_negative:44162 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:27 true_negative:33984 false_positive:0 false_negative:44560 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:33984 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:33984 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:33984 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_34_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:33984 false_positive:0 false_negative:44586 
