fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.000 precision:0.975 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:389 false_negative:0 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.050 precision:0.994 recall:0.921 true_negative_rate:0.787 true_positive:13717 true_negative:306 false_positive:83 false_negative:1176 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.100 precision:0.997 recall:0.798 true_negative_rate:0.923 true_positive:11883 true_negative:359 false_positive:30 false_negative:3010 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.150 precision:0.999 recall:0.662 true_negative_rate:0.969 true_positive:9864 true_negative:377 false_positive:12 false_negative:5029 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.200 precision:1.000 recall:0.549 true_negative_rate:0.995 true_positive:8180 true_negative:387 false_positive:2 false_negative:6713 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.478 true_negative_rate:0.997 true_positive:7114 true_negative:388 false_positive:1 false_negative:7779 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.416 true_negative_rate:1.000 true_positive:6199 true_negative:389 false_positive:0 false_negative:8694 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.376 true_negative_rate:1.000 true_positive:5604 true_negative:389 false_positive:0 false_negative:9289 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.330 true_negative_rate:1.000 true_positive:4910 true_negative:389 false_positive:0 false_negative:9983 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.289 true_negative_rate:1.000 true_positive:4298 true_negative:389 false_positive:0 false_negative:10595 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.256 true_negative_rate:1.000 true_positive:3819 true_negative:389 false_positive:0 false_negative:11074 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.223 true_negative_rate:1.000 true_positive:3318 true_negative:389 false_positive:0 false_negative:11575 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.192 true_negative_rate:1.000 true_positive:2861 true_negative:389 false_positive:0 false_negative:12032 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.152 true_negative_rate:1.000 true_positive:2259 true_negative:389 false_positive:0 false_negative:12634 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.117 true_negative_rate:1.000 true_positive:1738 true_negative:389 false_positive:0 false_negative:13155 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.088 true_negative_rate:1.000 true_positive:1311 true_negative:389 false_positive:0 false_negative:13582 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.058 true_negative_rate:1.000 true_positive:868 true_negative:389 false_positive:0 false_negative:14025 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.026 true_negative_rate:1.000 true_positive:389 true_negative:389 false_positive:0 false_negative:14504 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:132 true_negative:389 false_positive:0 false_negative:14761 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:33 true_negative:389 false_positive:0 false_negative:14860 
fr101_ocount_80_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:389 false_positive:0 false_negative:14892 
