fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.000 precision:0.931 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:2700 false_negative:0 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.050 precision:0.947 recall:0.978 true_negative_rate:0.260 true_positive:35653 true_negative:703 false_positive:1997 false_negative:812 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.100 precision:0.967 recall:0.905 true_negative_rate:0.588 true_positive:33017 true_negative:1588 false_positive:1112 false_negative:3448 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.150 precision:0.982 recall:0.773 true_negative_rate:0.804 true_positive:28189 true_negative:2172 false_positive:528 false_negative:8276 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.200 precision:0.992 recall:0.601 true_negative_rate:0.932 true_positive:21912 true_negative:2516 false_positive:184 false_negative:14553 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.250 precision:0.996 recall:0.467 true_negative_rate:0.974 true_positive:17027 true_negative:2631 false_positive:69 false_negative:19438 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.300 precision:0.998 recall:0.352 true_negative_rate:0.988 true_positive:12831 true_negative:2668 false_positive:32 false_negative:23634 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.350 precision:0.998 recall:0.256 true_negative_rate:0.994 true_positive:9327 true_negative:2685 false_positive:15 false_negative:27138 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.180 true_negative_rate:0.998 true_positive:6566 true_negative:2694 false_positive:6 false_negative:29899 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.126 true_negative_rate:0.999 true_positive:4582 true_negative:2697 false_positive:3 false_negative:31883 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.084 true_negative_rate:1.000 true_positive:3062 true_negative:2699 false_positive:1 false_negative:33403 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.054 true_negative_rate:1.000 true_positive:1951 true_negative:2699 false_positive:1 false_negative:34514 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:978 true_negative:2700 false_positive:0 false_negative:35487 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:378 true_negative:2700 false_positive:0 false_negative:36087 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:156 true_negative:2700 false_positive:0 false_negative:36309 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:76 true_negative:2700 false_positive:0 false_negative:36389 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:32 true_negative:2700 false_positive:0 false_negative:36433 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:2700 false_positive:0 false_negative:36451 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:10 true_negative:2700 false_positive:0 false_negative:36455 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:2700 false_positive:0 false_negative:36459 
fr079_ocount_80_osize_11_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2700 false_positive:0 false_negative:36464 
