fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.000 precision:0.918 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:3108 false_negative:0 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.050 precision:0.928 recall:0.939 true_negative_rate:0.179 true_positive:32718 true_negative:557 false_positive:2551 false_negative:2113 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.100 precision:0.950 recall:0.798 true_negative_rate:0.529 true_positive:27780 true_negative:1644 false_positive:1464 false_negative:7051 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.150 precision:0.968 recall:0.622 true_negative_rate:0.773 true_positive:21666 true_negative:2401 false_positive:707 false_negative:13165 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.200 precision:0.984 recall:0.486 true_negative_rate:0.913 true_positive:16932 true_negative:2839 false_positive:269 false_negative:17899 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.250 precision:0.991 recall:0.402 true_negative_rate:0.959 true_positive:13988 true_negative:2981 false_positive:127 false_negative:20843 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.300 precision:0.996 recall:0.337 true_negative_rate:0.983 true_positive:11732 true_negative:3055 false_positive:53 false_negative:23099 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.350 precision:0.998 recall:0.280 true_negative_rate:0.994 true_positive:9742 true_negative:3088 false_positive:20 false_negative:25089 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.234 true_negative_rate:0.998 true_positive:8144 true_negative:3101 false_positive:7 false_negative:26687 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.192 true_negative_rate:0.999 true_positive:6700 true_negative:3104 false_positive:4 false_negative:28131 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.150 true_negative_rate:0.999 true_positive:5240 true_negative:3104 false_positive:4 false_negative:29591 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.550 precision:0.999 recall:0.117 true_negative_rate:0.999 true_positive:4079 true_negative:3104 false_positive:4 false_negative:30752 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.600 precision:0.999 recall:0.084 true_negative_rate:0.999 true_positive:2942 true_negative:3104 false_positive:4 false_negative:31889 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.650 precision:0.999 recall:0.054 true_negative_rate:1.000 true_positive:1865 true_negative:3107 false_positive:1 false_negative:32966 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:1330 true_negative:3108 false_positive:0 false_negative:33501 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.030 true_negative_rate:1.000 true_positive:1050 true_negative:3108 false_positive:0 false_negative:33781 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:751 true_negative:3108 false_positive:0 false_negative:34080 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:319 true_negative:3108 false_positive:0 false_negative:34512 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:93 true_negative:3108 false_positive:0 false_negative:34738 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:3108 false_positive:0 false_negative:34812 
fhw_ocount_140_osize_9_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3108 false_positive:0 false_negative:34830 
