aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.000 precision:0.897 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:4328 false_negative:0 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.050 precision:0.887 recall:0.863 true_negative_rate:0.037 true_positive:32632 true_negative:159 false_positive:4169 false_negative:5163 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.100 precision:0.897 recall:0.723 true_negative_rate:0.277 true_positive:27311 true_negative:1197 false_positive:3131 false_negative:10484 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.150 precision:0.921 recall:0.619 true_negative_rate:0.536 true_positive:23383 true_negative:2320 false_positive:2008 false_negative:14412 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.200 precision:0.992 recall:0.539 true_negative_rate:0.963 true_positive:20379 true_negative:4169 false_positive:159 false_negative:17416 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.475 true_negative_rate:0.998 true_positive:17953 true_negative:4321 false_positive:7 false_negative:19842 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:1.000 true_positive:15865 true_negative:4327 false_positive:1 false_negative:21930 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.356 true_negative_rate:1.000 true_positive:13462 true_negative:4328 false_positive:0 false_negative:24333 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.285 true_negative_rate:1.000 true_positive:10774 true_negative:4328 false_positive:0 false_negative:27021 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.233 true_negative_rate:1.000 true_positive:8798 true_negative:4328 false_positive:0 false_negative:28997 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.186 true_negative_rate:1.000 true_positive:7014 true_negative:4328 false_positive:0 false_negative:30781 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5339 true_negative:4328 false_positive:0 false_negative:32456 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.099 true_negative_rate:1.000 true_positive:3759 true_negative:4328 false_positive:0 false_negative:34036 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2540 true_negative:4328 false_positive:0 false_negative:35255 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1329 true_negative:4328 false_positive:0 false_negative:36466 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:507 true_negative:4328 false_positive:0 false_negative:37288 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:61 true_negative:4328 false_positive:0 false_negative:37734 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:36 true_negative:4328 false_positive:0 false_negative:37759 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:4328 false_positive:0 false_negative:37771 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:4328 false_positive:0 false_negative:37783 
aces_publicb_ocount_20_osize_36_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4328 false_positive:0 false_negative:37794 
