fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.000 precision:0.998 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:87 false_negative:0 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.050 precision:0.999 recall:0.936 true_negative_rate:0.598 true_positive:32589 true_negative:52 false_positive:35 false_negative:2242 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.100 precision:1.000 recall:0.782 true_negative_rate:0.885 true_positive:27234 true_negative:77 false_positive:10 false_negative:7597 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.150 precision:1.000 recall:0.600 true_negative_rate:0.954 true_positive:20904 true_negative:83 false_positive:4 false_negative:13927 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.469 true_negative_rate:0.989 true_positive:16332 true_negative:86 false_positive:1 false_negative:18499 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.391 true_negative_rate:1.000 true_positive:13605 true_negative:87 false_positive:0 false_negative:21226 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.329 true_negative_rate:1.000 true_positive:11444 true_negative:87 false_positive:0 false_negative:23387 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.274 true_negative_rate:1.000 true_positive:9552 true_negative:87 false_positive:0 false_negative:25279 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.228 true_negative_rate:1.000 true_positive:7957 true_negative:87 false_positive:0 false_negative:26874 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.188 true_negative_rate:1.000 true_positive:6535 true_negative:87 false_positive:0 false_negative:28296 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:5071 true_negative:87 false_positive:0 false_negative:29760 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.113 true_negative_rate:1.000 true_positive:3932 true_negative:87 false_positive:0 false_negative:30899 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.080 true_negative_rate:1.000 true_positive:2796 true_negative:87 false_positive:0 false_negative:32035 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:1778 true_negative:87 false_positive:0 false_negative:33053 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1296 true_negative:87 false_positive:0 false_negative:33535 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:992 true_negative:87 false_positive:0 false_negative:33839 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:711 true_negative:87 false_positive:0 false_negative:34120 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:267 true_negative:87 false_positive:0 false_negative:34564 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:67 true_negative:87 false_positive:0 false_negative:34764 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:15 true_negative:87 false_positive:0 false_negative:34816 
fhw_ocount_40_osize_2_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:87 false_positive:0 false_negative:34830 
