edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.000 precision:0.836 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:8755 false_negative:0 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.050 precision:0.896 recall:0.718 true_negative_rate:0.573 true_positive:32021 true_negative:5020 false_positive:3735 false_negative:12566 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.100 precision:0.980 recall:0.449 true_negative_rate:0.953 true_positive:20033 true_negative:8342 false_positive:413 false_negative:24554 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.150 precision:0.991 recall:0.308 true_negative_rate:0.985 true_positive:13744 true_negative:8627 false_positive:128 false_negative:30843 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.200 precision:0.995 recall:0.218 true_negative_rate:0.994 true_positive:9718 true_negative:8706 false_positive:49 false_negative:34869 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.167 true_negative_rate:0.999 true_positive:7450 true_negative:8746 false_positive:9 false_negative:37137 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.130 true_negative_rate:1.000 true_positive:5780 true_negative:8755 false_positive:0 false_negative:38807 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4896 true_negative:8755 false_positive:0 false_negative:39691 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3949 true_negative:8755 false_positive:0 false_negative:40638 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3625 true_negative:8755 false_positive:0 false_negative:40962 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3333 true_negative:8755 false_positive:0 false_negative:41254 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3108 true_negative:8755 false_positive:0 false_negative:41479 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3050 true_negative:8755 false_positive:0 false_negative:41537 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2714 true_negative:8755 false_positive:0 false_negative:41873 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:750 true_negative:8755 false_positive:0 false_negative:43837 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:414 true_negative:8755 false_positive:0 false_negative:44173 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:8755 false_positive:0 false_negative:44580 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8755 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8755 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8755 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_16_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8755 false_positive:0 false_negative:44586 
