edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.000 precision:0.715 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:17732 false_negative:0 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.050 precision:0.705 recall:0.727 true_negative_rate:0.236 true_positive:32395 true_negative:4176 false_positive:13556 false_negative:12192 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.100 precision:0.889 recall:0.460 true_negative_rate:0.856 true_positive:20525 true_negative:15177 false_positive:2555 false_negative:24062 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.150 precision:0.963 recall:0.318 true_negative_rate:0.969 true_positive:14195 true_negative:17189 false_positive:543 false_negative:30392 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.200 precision:0.993 recall:0.228 true_negative_rate:0.996 true_positive:10154 true_negative:17658 false_positive:74 false_negative:34433 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.171 true_negative_rate:0.999 true_positive:7634 true_negative:17716 false_positive:16 false_negative:36953 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.130 true_negative_rate:1.000 true_positive:5818 true_negative:17730 false_positive:2 false_negative:38769 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4844 true_negative:17732 false_positive:0 false_negative:39743 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3972 true_negative:17732 false_positive:0 false_negative:40615 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3651 true_negative:17732 false_positive:0 false_negative:40936 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3310 true_negative:17732 false_positive:0 false_negative:41277 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3128 true_negative:17732 false_positive:0 false_negative:41459 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3039 true_negative:17732 false_positive:0 false_negative:41548 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2714 true_negative:17732 false_positive:0 false_negative:41873 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:814 true_negative:17732 false_positive:0 false_negative:43773 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:389 true_negative:17732 false_positive:0 false_negative:44198 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:17732 false_positive:0 false_negative:44552 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17732 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17732 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17732 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_21_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17732 false_positive:0 false_negative:44586 
