fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.000 precision:0.975 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:381 false_negative:0 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.050 precision:0.997 recall:0.922 true_negative_rate:0.892 true_positive:13728 true_negative:340 false_positive:41 false_negative:1165 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.100 precision:0.999 recall:0.799 true_negative_rate:0.976 true_positive:11894 true_negative:372 false_positive:9 false_negative:2999 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.150 precision:1.000 recall:0.662 true_negative_rate:0.992 true_positive:9862 true_negative:378 false_positive:3 false_negative:5031 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.550 true_negative_rate:0.997 true_positive:8190 true_negative:380 false_positive:1 false_negative:6703 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.477 true_negative_rate:0.997 true_positive:7102 true_negative:380 false_positive:1 false_negative:7791 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.417 true_negative_rate:0.997 true_positive:6212 true_negative:380 false_positive:1 false_negative:8681 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.377 true_negative_rate:1.000 true_positive:5620 true_negative:381 false_positive:0 false_negative:9273 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.331 true_negative_rate:1.000 true_positive:4928 true_negative:381 false_positive:0 false_negative:9965 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.288 true_negative_rate:1.000 true_positive:4295 true_negative:381 false_positive:0 false_negative:10598 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.257 true_negative_rate:1.000 true_positive:3831 true_negative:381 false_positive:0 false_negative:11062 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.223 true_negative_rate:1.000 true_positive:3327 true_negative:381 false_positive:0 false_negative:11566 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.193 true_negative_rate:1.000 true_positive:2878 true_negative:381 false_positive:0 false_negative:12015 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.153 true_negative_rate:1.000 true_positive:2278 true_negative:381 false_positive:0 false_negative:12615 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.119 true_negative_rate:1.000 true_positive:1768 true_negative:381 false_positive:0 false_negative:13125 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:1326 true_negative:381 false_positive:0 false_negative:13567 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.059 true_negative_rate:1.000 true_positive:883 true_negative:381 false_positive:0 false_negative:14010 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:399 true_negative:381 false_positive:0 false_negative:14494 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:139 true_negative:381 false_positive:0 false_negative:14754 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:36 true_negative:381 false_positive:0 false_negative:14857 
fr101_ocount_160_osize_2_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:381 false_positive:0 false_negative:14892 
