aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.000 precision:0.978 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:869 false_negative:0 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.050 precision:0.996 recall:0.860 true_negative_rate:0.847 true_positive:32518 true_negative:736 false_positive:133 false_negative:5277 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.100 precision:0.999 recall:0.719 true_negative_rate:0.978 true_positive:27157 true_negative:850 false_positive:19 false_negative:10638 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.150 precision:1.000 recall:0.618 true_negative_rate:0.995 true_positive:23375 true_negative:865 false_positive:4 false_negative:14420 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.200 precision:1.000 recall:0.540 true_negative_rate:0.999 true_positive:20401 true_negative:868 false_positive:1 false_negative:17394 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.476 true_negative_rate:1.000 true_positive:17972 true_negative:869 false_positive:0 false_negative:19823 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:1.000 true_positive:15856 true_negative:869 false_positive:0 false_negative:21939 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.357 true_negative_rate:1.000 true_positive:13476 true_negative:869 false_positive:0 false_negative:24319 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.287 true_negative_rate:1.000 true_positive:10835 true_negative:869 false_positive:0 false_negative:26960 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.231 true_negative_rate:1.000 true_positive:8713 true_negative:869 false_positive:0 false_negative:29082 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6967 true_negative:869 false_positive:0 false_negative:30828 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5331 true_negative:869 false_positive:0 false_negative:32464 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3764 true_negative:869 false_positive:0 false_negative:34031 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2527 true_negative:869 false_positive:0 false_negative:35268 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1312 true_negative:869 false_positive:0 false_negative:36483 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:504 true_negative:869 false_positive:0 false_negative:37291 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:60 true_negative:869 false_positive:0 false_negative:37735 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:36 true_negative:869 false_positive:0 false_negative:37759 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:869 false_positive:0 false_negative:37769 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:869 false_positive:0 false_negative:37783 
aces_publicb_ocount_100_osize_3_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:869 false_positive:0 false_negative:37794 
