fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.000 precision:0.899 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:3913 false_negative:0 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.050 precision:0.896 recall:0.926 true_negative_rate:0.039 true_positive:32237 true_negative:153 false_positive:3760 false_negative:2594 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.100 precision:0.902 recall:0.762 true_negative_rate:0.262 true_positive:26558 true_negative:1025 false_positive:2888 false_negative:8273 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.150 precision:0.931 recall:0.578 true_negative_rate:0.619 true_positive:20145 true_negative:2423 false_positive:1490 false_negative:14686 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.200 precision:0.963 recall:0.450 true_negative_rate:0.846 true_positive:15661 true_negative:3312 false_positive:601 false_negative:19170 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.250 precision:0.990 recall:0.372 true_negative_rate:0.967 true_positive:12944 true_negative:3782 false_positive:131 false_negative:21887 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.307 true_negative_rate:0.998 true_positive:10701 true_negative:3904 false_positive:9 false_negative:24130 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.254 true_negative_rate:0.999 true_positive:8840 true_negative:3909 false_positive:4 false_negative:25991 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.209 true_negative_rate:1.000 true_positive:7277 true_negative:3913 false_positive:0 false_negative:27554 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.163 true_negative_rate:1.000 true_positive:5685 true_negative:3913 false_positive:0 false_negative:29146 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.123 true_negative_rate:1.000 true_positive:4293 true_negative:3913 false_positive:0 false_negative:30538 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3116 true_negative:3913 false_positive:0 false_negative:31715 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.059 true_negative_rate:1.000 true_positive:2047 true_negative:3913 false_positive:0 false_negative:32784 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:1351 true_negative:3913 false_positive:0 false_negative:33480 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.030 true_negative_rate:1.000 true_positive:1042 true_negative:3913 false_positive:0 false_negative:33789 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:697 true_negative:3913 false_positive:0 false_negative:34134 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:261 true_negative:3913 false_positive:0 false_negative:34570 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:89 true_negative:3913 false_positive:0 false_negative:34742 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:3913 false_positive:0 false_negative:34815 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:2 true_negative:3913 false_positive:0 false_negative:34829 
fhw_ocount_40_osize_17_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3913 false_positive:0 false_negative:34830 
