edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.000 precision:0.613 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:28153 false_negative:0 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.050 precision:0.604 recall:0.749 true_negative_rate:0.222 true_positive:33413 true_negative:6241 false_positive:21912 false_negative:11174 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.100 precision:0.799 recall:0.463 true_negative_rate:0.815 true_positive:20656 true_negative:22945 false_positive:5208 false_negative:23931 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.150 precision:0.957 recall:0.315 true_negative_rate:0.978 true_positive:14050 true_negative:27521 false_positive:632 false_negative:30537 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.200 precision:0.975 recall:0.231 true_negative_rate:0.991 true_positive:10288 true_negative:27893 false_positive:260 false_negative:34299 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.250 precision:0.984 recall:0.168 true_negative_rate:0.996 true_positive:7487 true_negative:28032 false_positive:121 false_negative:37100 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.300 precision:0.991 recall:0.129 true_negative_rate:0.998 true_positive:5759 true_negative:28098 false_positive:55 false_negative:38828 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.350 precision:0.993 recall:0.110 true_negative_rate:0.999 true_positive:4912 true_negative:28118 false_positive:35 false_negative:39675 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.400 precision:0.995 recall:0.092 true_negative_rate:0.999 true_positive:4084 true_negative:28134 false_positive:19 false_negative:40503 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.082 true_negative_rate:1.000 true_positive:3672 true_negative:28150 false_positive:3 false_negative:40915 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3364 true_negative:28153 false_positive:0 false_negative:41223 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.071 true_negative_rate:1.000 true_positive:3148 true_negative:28153 false_positive:0 false_negative:41439 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3038 true_negative:28153 false_positive:0 false_negative:41549 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2718 true_negative:28153 false_positive:0 false_negative:41869 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:921 true_negative:28153 false_positive:0 false_negative:43666 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:417 true_negative:28153 false_positive:0 false_negative:44170 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:47 true_negative:28153 false_positive:0 false_negative:44540 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:28153 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:28153 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:28153 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_24_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:28153 false_positive:0 false_negative:44586 
