fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.000 precision:0.885 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:4526 false_negative:0 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.050 precision:0.881 recall:0.935 true_negative_rate:0.026 true_positive:32571 true_negative:116 false_positive:4410 false_negative:2260 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.100 precision:0.878 recall:0.798 true_negative_rate:0.150 true_positive:27780 true_negative:678 false_positive:3848 false_negative:7051 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.150 precision:0.890 recall:0.614 true_negative_rate:0.415 true_positive:21393 true_negative:1879 false_positive:2647 false_negative:13438 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.200 precision:0.916 recall:0.480 true_negative_rate:0.664 true_positive:16704 true_negative:3004 false_positive:1522 false_negative:18127 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.250 precision:0.955 recall:0.398 true_negative_rate:0.855 true_positive:13861 true_negative:3869 false_positive:657 false_negative:20970 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.300 precision:0.984 recall:0.336 true_negative_rate:0.958 true_positive:11697 true_negative:4336 false_positive:190 false_negative:23134 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.350 precision:0.992 recall:0.277 true_negative_rate:0.982 true_positive:9655 true_negative:4445 false_positive:81 false_negative:25176 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.400 precision:0.998 recall:0.231 true_negative_rate:0.996 true_positive:8052 true_negative:4507 false_positive:19 false_negative:26779 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.188 true_negative_rate:0.999 true_positive:6542 true_negative:4523 false_positive:3 false_negative:28289 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:5098 true_negative:4526 false_positive:0 false_negative:29733 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:3910 true_negative:4526 false_positive:0 false_negative:30921 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2699 true_negative:4526 false_positive:0 false_negative:32132 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.052 true_negative_rate:1.000 true_positive:1799 true_negative:4526 false_positive:0 false_negative:33032 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1304 true_negative:4526 false_positive:0 false_negative:33527 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:1012 true_negative:4526 false_positive:0 false_negative:33819 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:685 true_negative:4526 false_positive:0 false_negative:34146 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:279 true_negative:4526 false_positive:0 false_negative:34552 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:71 true_negative:4526 false_positive:0 false_negative:34760 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:4526 false_positive:0 false_negative:34815 
fhw_ocount_40_osize_18_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4526 false_positive:0 false_negative:34830 
