aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.000 precision:0.720 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:14703 false_negative:0 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.050 precision:0.719 recall:0.889 true_negative_rate:0.108 true_positive:33594 true_negative:1582 false_positive:13121 false_negative:4201 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.100 precision:0.820 recall:0.746 true_negative_rate:0.578 true_positive:28211 true_negative:8500 false_positive:6203 false_negative:9584 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.150 precision:0.952 recall:0.642 true_negative_rate:0.916 true_positive:24258 true_negative:13474 false_positive:1229 false_negative:13537 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.200 precision:0.978 recall:0.554 true_negative_rate:0.968 true_positive:20955 true_negative:14232 false_positive:471 false_negative:16840 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.250 precision:0.988 recall:0.489 true_negative_rate:0.985 true_positive:18488 true_negative:14486 false_positive:217 false_negative:19307 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.300 precision:0.995 recall:0.428 true_negative_rate:0.994 true_positive:16169 true_negative:14616 false_positive:87 false_negative:21626 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.350 precision:0.996 recall:0.358 true_negative_rate:0.996 true_positive:13526 true_negative:14646 false_positive:57 false_negative:24269 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.400 precision:0.997 recall:0.293 true_negative_rate:0.998 true_positive:11073 true_negative:14669 false_positive:34 false_negative:26722 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.450 precision:0.997 recall:0.236 true_negative_rate:0.998 true_positive:8923 true_negative:14672 false_positive:31 false_negative:28872 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.500 precision:0.996 recall:0.189 true_negative_rate:0.998 true_positive:7126 true_negative:14676 false_positive:27 false_negative:30669 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.145 true_negative_rate:0.999 true_positive:5478 true_negative:14695 false_positive:8 false_negative:32317 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.104 true_negative_rate:1.000 true_positive:3913 true_negative:14703 false_positive:0 false_negative:33882 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.071 true_negative_rate:1.000 true_positive:2689 true_negative:14703 false_positive:0 false_negative:35106 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:1449 true_negative:14703 false_positive:0 false_negative:36346 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:541 true_negative:14703 false_positive:0 false_negative:37254 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:77 true_negative:14703 false_positive:0 false_negative:37718 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:37 true_negative:14703 false_positive:0 false_negative:37758 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:21 true_negative:14703 false_positive:0 false_negative:37774 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:14703 false_positive:0 false_negative:37782 
aces_publicb_ocount_160_osize_17_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:14703 false_positive:0 false_negative:37794 
