aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.000 precision:0.861 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:6089 false_negative:0 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.050 precision:0.859 recall:0.864 true_negative_rate:0.116 true_positive:32658 true_negative:707 false_positive:5382 false_negative:5137 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.100 precision:0.940 recall:0.722 true_negative_rate:0.716 true_positive:27302 true_negative:4358 false_positive:1731 false_negative:10493 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.150 precision:0.991 recall:0.619 true_negative_rate:0.963 true_positive:23382 true_negative:5865 false_positive:224 false_negative:14413 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.200 precision:0.993 recall:0.541 true_negative_rate:0.975 true_positive:20429 true_negative:5935 false_positive:154 false_negative:17366 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.250 precision:0.995 recall:0.474 true_negative_rate:0.985 true_positive:17897 true_negative:5998 false_positive:91 false_negative:19898 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.300 precision:0.996 recall:0.418 true_negative_rate:0.990 true_positive:15785 true_negative:6028 false_positive:61 false_negative:22010 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.350 precision:0.996 recall:0.350 true_negative_rate:0.992 true_positive:13239 true_negative:6041 false_positive:48 false_negative:24556 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.400 precision:0.997 recall:0.283 true_negative_rate:0.994 true_positive:10699 true_negative:6054 false_positive:35 false_negative:27096 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.450 precision:0.997 recall:0.230 true_negative_rate:0.995 true_positive:8675 true_negative:6059 false_positive:30 false_negative:29120 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.500 precision:0.996 recall:0.182 true_negative_rate:0.995 true_positive:6869 true_negative:6060 false_positive:29 false_negative:30926 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.135 true_negative_rate:1.000 true_positive:5120 true_negative:6086 false_positive:3 false_negative:32675 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.097 true_negative_rate:1.000 true_positive:3655 true_negative:6089 false_positive:0 false_negative:34140 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:2332 true_negative:6089 false_positive:0 false_negative:35463 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.030 true_negative_rate:1.000 true_positive:1151 true_negative:6089 false_positive:0 false_negative:36644 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:423 true_negative:6089 false_positive:0 false_negative:37372 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:51 true_negative:6089 false_positive:0 false_negative:37744 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:30 true_negative:6089 false_positive:0 false_negative:37765 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:22 true_negative:6089 false_positive:0 false_negative:37773 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:10 true_negative:6089 false_positive:0 false_negative:37785 
aces_publicb_ocount_60_osize_18_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6089 false_positive:0 false_negative:37794 
