fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.000 precision:0.895 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:1738 false_negative:0 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.050 precision:0.951 recall:0.924 true_negative_rate:0.592 true_positive:13765 true_negative:1029 false_positive:709 false_negative:1128 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.100 precision:0.985 recall:0.804 true_negative_rate:0.898 true_positive:11974 true_negative:1561 false_positive:177 false_negative:2919 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.150 precision:0.996 recall:0.663 true_negative_rate:0.978 true_positive:9867 true_negative:1700 false_positive:38 false_negative:5026 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.550 true_negative_rate:0.994 true_positive:8189 true_negative:1728 false_positive:10 false_negative:6704 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.476 true_negative_rate:0.995 true_positive:7089 true_negative:1730 false_positive:8 false_negative:7804 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.414 true_negative_rate:0.998 true_positive:6171 true_negative:1734 false_positive:4 false_negative:8722 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.373 true_negative_rate:0.998 true_positive:5560 true_negative:1734 false_positive:4 false_negative:9333 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.326 true_negative_rate:0.999 true_positive:4861 true_negative:1736 false_positive:2 false_negative:10032 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.285 true_negative_rate:1.000 true_positive:4245 true_negative:1738 false_positive:0 false_negative:10648 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.253 true_negative_rate:1.000 true_positive:3775 true_negative:1738 false_positive:0 false_negative:11118 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.220 true_negative_rate:1.000 true_positive:3278 true_negative:1738 false_positive:0 false_negative:11615 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.188 true_negative_rate:1.000 true_positive:2794 true_negative:1738 false_positive:0 false_negative:12099 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.147 true_negative_rate:1.000 true_positive:2195 true_negative:1738 false_positive:0 false_negative:12698 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:1672 true_negative:1738 false_positive:0 false_negative:13221 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.083 true_negative_rate:1.000 true_positive:1243 true_negative:1738 false_positive:0 false_negative:13650 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.052 true_negative_rate:1.000 true_positive:779 true_negative:1738 false_positive:0 false_negative:14114 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:336 true_negative:1738 false_positive:0 false_negative:14557 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:112 true_negative:1738 false_positive:0 false_negative:14781 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:29 true_negative:1738 false_positive:0 false_negative:14864 
fr101_ocount_160_osize_4_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1738 false_positive:0 false_negative:14892 
