aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.000 precision:0.853 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:6500 false_negative:0 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.050 precision:0.873 recall:0.864 true_negative_rate:0.269 true_positive:32650 true_negative:1749 false_positive:4751 false_negative:5145 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.100 precision:0.971 recall:0.722 true_negative_rate:0.873 true_positive:27280 true_negative:5672 false_positive:828 false_negative:10515 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.150 precision:0.993 recall:0.621 true_negative_rate:0.976 true_positive:23466 true_negative:6345 false_positive:155 false_negative:14329 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.200 precision:0.996 recall:0.539 true_negative_rate:0.988 true_positive:20383 true_negative:6421 false_positive:79 false_negative:17412 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.471 true_negative_rate:0.994 true_positive:17815 true_negative:6463 false_positive:37 false_negative:19980 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.418 true_negative_rate:0.996 true_positive:15797 true_negative:6473 false_positive:27 false_negative:21998 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.352 true_negative_rate:0.997 true_positive:13312 true_negative:6482 false_positive:18 false_negative:24483 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.283 true_negative_rate:0.999 true_positive:10710 true_negative:6491 false_positive:9 false_negative:27085 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.226 true_negative_rate:1.000 true_positive:8540 true_negative:6498 false_positive:2 false_negative:29255 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.180 true_negative_rate:1.000 true_positive:6807 true_negative:6500 false_positive:0 false_negative:30988 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.136 true_negative_rate:1.000 true_positive:5146 true_negative:6500 false_positive:0 false_negative:32649 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.094 true_negative_rate:1.000 true_positive:3558 true_negative:6500 false_positive:0 false_negative:34237 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:2344 true_negative:6500 false_positive:0 false_negative:35451 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.030 true_negative_rate:1.000 true_positive:1145 true_negative:6500 false_positive:0 false_negative:36650 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:394 true_negative:6500 false_positive:0 false_negative:37401 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:56 true_negative:6500 false_positive:0 false_negative:37739 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:30 true_negative:6500 false_positive:0 false_negative:37765 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:22 true_negative:6500 false_positive:0 false_negative:37773 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:9 true_negative:6500 false_positive:0 false_negative:37786 
aces_publicb_ocount_120_osize_11_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6500 false_positive:0 false_negative:37794 
