fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.000 precision:0.519 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:13823 false_negative:0 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.050 precision:0.511 recall:0.929 true_negative_rate:0.042 true_positive:13833 true_negative:579 false_positive:13244 false_negative:1060 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.100 precision:0.517 recall:0.815 true_negative_rate:0.181 true_positive:12131 true_negative:2502 false_positive:11321 false_negative:2762 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.150 precision:0.575 recall:0.676 true_negative_rate:0.461 true_positive:10074 true_negative:6377 false_positive:7446 false_negative:4819 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.200 precision:0.704 recall:0.560 true_negative_rate:0.746 true_positive:8343 true_negative:10308 false_positive:3515 false_negative:6550 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.250 precision:0.853 recall:0.482 true_negative_rate:0.910 true_positive:7178 true_negative:12584 false_positive:1239 false_negative:7715 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.300 precision:0.928 recall:0.423 true_negative_rate:0.964 true_positive:6294 true_negative:13332 false_positive:491 false_negative:8599 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.350 precision:0.969 recall:0.369 true_negative_rate:0.987 true_positive:5499 true_negative:13649 false_positive:174 false_negative:9394 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.400 precision:0.989 recall:0.324 true_negative_rate:0.996 true_positive:4824 true_negative:13770 false_positive:53 false_negative:10069 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.450 precision:0.996 recall:0.289 true_negative_rate:0.999 true_positive:4300 true_negative:13804 false_positive:19 false_negative:10593 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.246 true_negative_rate:1.000 true_positive:3663 true_negative:13823 false_positive:0 false_negative:11230 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.206 true_negative_rate:1.000 true_positive:3073 true_negative:13823 false_positive:0 false_negative:11820 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.169 true_negative_rate:1.000 true_positive:2510 true_negative:13823 false_positive:0 false_negative:12383 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.133 true_negative_rate:1.000 true_positive:1976 true_negative:13823 false_positive:0 false_negative:12917 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:1487 true_negative:13823 false_positive:0 false_negative:13406 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:1046 true_negative:13823 false_positive:0 false_negative:13847 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:550 true_negative:13823 false_positive:0 false_negative:14343 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:232 true_negative:13823 false_positive:0 false_negative:14661 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:76 true_negative:13823 false_positive:0 false_negative:14817 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:13823 false_positive:0 false_negative:14880 
fr101_ocount_100_osize_20_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:13823 false_positive:0 false_negative:14892 
