fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.000 precision:0.800 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:3719 false_negative:0 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.050 precision:0.796 recall:0.920 true_negative_rate:0.054 true_positive:13707 true_negative:200 false_positive:3519 false_negative:1186 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.100 precision:0.818 recall:0.798 true_negative_rate:0.289 true_positive:11890 true_negative:1075 false_positive:2644 false_negative:3003 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.150 precision:0.921 recall:0.665 true_negative_rate:0.771 true_positive:9897 true_negative:2866 false_positive:853 false_negative:4996 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.200 precision:0.991 recall:0.553 true_negative_rate:0.980 true_positive:8243 true_negative:3644 false_positive:75 false_negative:6650 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.250 precision:0.997 recall:0.478 true_negative_rate:0.995 true_positive:7112 true_negative:3699 false_positive:20 false_negative:7781 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.416 true_negative_rate:0.999 true_positive:6196 true_negative:3714 false_positive:5 false_negative:8697 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.375 true_negative_rate:0.999 true_positive:5588 true_negative:3714 false_positive:5 false_negative:9305 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.329 true_negative_rate:0.999 true_positive:4899 true_negative:3715 false_positive:4 false_negative:9994 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.287 true_negative_rate:0.999 true_positive:4279 true_negative:3717 false_positive:2 false_negative:10614 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.254 true_negative_rate:1.000 true_positive:3787 true_negative:3718 false_positive:1 false_negative:11106 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.221 true_negative_rate:1.000 true_positive:3297 true_negative:3718 false_positive:1 false_negative:11596 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.189 true_negative_rate:1.000 true_positive:2812 true_negative:3718 false_positive:1 false_negative:12081 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.149 true_negative_rate:1.000 true_positive:2223 true_negative:3719 false_positive:0 false_negative:12670 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.117 true_negative_rate:1.000 true_positive:1747 true_negative:3719 false_positive:0 false_negative:13146 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:1332 true_negative:3719 false_positive:0 false_negative:13561 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.055 true_negative_rate:1.000 true_positive:821 true_negative:3719 false_positive:0 false_negative:14072 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.025 true_negative_rate:1.000 true_positive:378 true_negative:3719 false_positive:0 false_negative:14515 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:146 true_negative:3719 false_positive:0 false_negative:14747 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:38 true_negative:3719 false_positive:0 false_negative:14855 
fr101_ocount_40_osize_20_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3719 false_positive:0 false_negative:14892 
