fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.000 precision:0.969 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1107 false_negative:0 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.050 precision:0.971 recall:0.937 true_negative_rate:0.134 true_positive:32626 true_negative:148 false_positive:959 false_negative:2205 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.100 precision:0.981 recall:0.783 true_negative_rate:0.535 true_positive:27260 true_negative:592 false_positive:515 false_negative:7571 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.150 precision:0.992 recall:0.593 true_negative_rate:0.852 true_positive:20657 true_negative:943 false_positive:164 false_negative:14174 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.200 precision:0.997 recall:0.464 true_negative_rate:0.953 true_positive:16160 true_negative:1055 false_positive:52 false_negative:18671 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.388 true_negative_rate:0.991 true_positive:13507 true_negative:1097 false_positive:10 false_negative:21324 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.327 true_negative_rate:0.999 true_positive:11374 true_negative:1106 false_positive:1 false_negative:23457 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.273 true_negative_rate:0.999 true_positive:9504 true_negative:1106 false_positive:1 false_negative:25327 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.227 true_negative_rate:0.999 true_positive:7892 true_negative:1106 false_positive:1 false_negative:26939 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.184 true_negative_rate:0.999 true_positive:6412 true_negative:1106 false_positive:1 false_negative:28419 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.143 true_negative_rate:0.999 true_positive:4976 true_negative:1106 false_positive:1 false_negative:29855 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:3864 true_negative:1107 false_positive:0 false_negative:30967 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2698 true_negative:1107 false_positive:0 false_negative:32133 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1709 true_negative:1107 false_positive:0 false_negative:33122 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1260 true_negative:1107 false_positive:0 false_negative:33571 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:966 true_negative:1107 false_positive:0 false_negative:33865 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:681 true_negative:1107 false_positive:0 false_negative:34150 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:214 true_negative:1107 false_positive:0 false_negative:34617 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:48 true_negative:1107 false_positive:0 false_negative:34783 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:1107 false_positive:0 false_negative:34818 
fhw_ocount_40_osize_10_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1107 false_positive:0 false_negative:34830 
