fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.000 precision:0.968 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:496 false_negative:0 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.050 precision:0.985 recall:0.921 true_negative_rate:0.569 true_positive:13720 true_negative:282 false_positive:214 false_negative:1173 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.100 precision:0.997 recall:0.799 true_negative_rate:0.935 true_positive:11901 true_negative:464 false_positive:32 false_negative:2992 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.150 precision:0.998 recall:0.665 true_negative_rate:0.962 true_positive:9909 true_negative:477 false_positive:19 false_negative:4984 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.550 true_negative_rate:0.980 true_positive:8184 true_negative:486 false_positive:10 false_negative:6709 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.481 true_negative_rate:0.986 true_positive:7157 true_negative:489 false_positive:7 false_negative:7736 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.417 true_negative_rate:0.988 true_positive:6212 true_negative:490 false_positive:6 false_negative:8681 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.378 true_negative_rate:0.994 true_positive:5631 true_negative:493 false_positive:3 false_negative:9262 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.331 true_negative_rate:0.996 true_positive:4934 true_negative:494 false_positive:2 false_negative:9959 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.288 true_negative_rate:1.000 true_positive:4295 true_negative:496 false_positive:0 false_negative:10598 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.257 true_negative_rate:1.000 true_positive:3824 true_negative:496 false_positive:0 false_negative:11069 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.223 true_negative_rate:1.000 true_positive:3326 true_negative:496 false_positive:0 false_negative:11567 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.193 true_negative_rate:1.000 true_positive:2880 true_negative:496 false_positive:0 false_negative:12013 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.155 true_negative_rate:1.000 true_positive:2311 true_negative:496 false_positive:0 false_negative:12582 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.120 true_negative_rate:1.000 true_positive:1782 true_negative:496 false_positive:0 false_negative:13111 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.091 true_negative_rate:1.000 true_positive:1348 true_negative:496 false_positive:0 false_negative:13545 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:908 true_negative:496 false_positive:0 false_negative:13985 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:420 true_negative:496 false_positive:0 false_negative:14473 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:154 true_negative:496 false_positive:0 false_negative:14739 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:36 true_negative:496 false_positive:0 false_negative:14857 
fr101_ocount_40_osize_6_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:496 false_positive:0 false_negative:14892 
