csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.000 precision:0.960 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:700 false_negative:0 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.050 precision:0.967 recall:0.977 true_negative_rate:0.199 true_positive:16466 true_negative:139 false_positive:561 false_negative:391 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.100 precision:0.985 recall:0.901 true_negative_rate:0.661 true_positive:15189 true_negative:463 false_positive:237 false_negative:1668 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.150 precision:0.992 recall:0.752 true_negative_rate:0.853 true_positive:12683 true_negative:597 false_positive:103 false_negative:4174 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.200 precision:0.995 recall:0.565 true_negative_rate:0.936 true_positive:9525 true_negative:655 false_positive:45 false_negative:7332 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.250 precision:0.998 recall:0.409 true_negative_rate:0.981 true_positive:6888 true_negative:687 false_positive:13 false_negative:9969 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.301 true_negative_rate:0.991 true_positive:5080 true_negative:694 false_positive:6 false_negative:11777 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.224 true_negative_rate:0.997 true_positive:3775 true_negative:698 false_positive:2 false_negative:13082 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.159 true_negative_rate:0.999 true_positive:2674 true_negative:699 false_positive:1 false_negative:14183 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.106 true_negative_rate:1.000 true_positive:1782 true_negative:700 false_positive:0 false_negative:15075 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:1114 true_negative:700 false_positive:0 false_negative:15743 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:653 true_negative:700 false_positive:0 false_negative:16204 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:372 true_negative:700 false_positive:0 false_negative:16485 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:159 true_negative:700 false_positive:0 false_negative:16698 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:57 true_negative:700 false_positive:0 false_negative:16800 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:28 true_negative:700 false_positive:0 false_negative:16829 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:700 false_positive:0 false_negative:16838 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:14 true_negative:700 false_positive:0 false_negative:16843 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:700 false_positive:0 false_negative:16851 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:700 false_positive:0 false_negative:16854 
csail_ocount_120_osize_4_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:700 false_positive:0 false_negative:16856 
