fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.000 precision:0.628 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:8815 false_negative:0 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.050 precision:0.616 recall:0.915 true_negative_rate:0.037 true_positive:13626 true_negative:325 false_positive:8490 false_negative:1267 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.100 precision:0.622 recall:0.792 true_negative_rate:0.186 true_positive:11790 true_negative:1640 false_positive:7175 false_negative:3103 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.150 precision:0.708 recall:0.669 true_negative_rate:0.534 true_positive:9957 true_negative:4707 false_positive:4108 false_negative:4936 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.200 precision:0.863 recall:0.562 true_negative_rate:0.850 true_positive:8371 true_negative:7490 false_positive:1325 false_negative:6522 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.250 precision:0.952 recall:0.484 true_negative_rate:0.959 true_positive:7215 true_negative:8451 false_positive:364 false_negative:7678 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.300 precision:0.982 recall:0.420 true_negative_rate:0.987 true_positive:6249 true_negative:8700 false_positive:115 false_negative:8644 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.350 precision:0.998 recall:0.369 true_negative_rate:0.999 true_positive:5501 true_negative:8805 false_positive:10 false_negative:9392 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.400 precision:0.998 recall:0.315 true_negative_rate:0.999 true_positive:4692 true_negative:8806 false_positive:9 false_negative:10201 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.450 precision:0.998 recall:0.275 true_negative_rate:0.999 true_positive:4097 true_negative:8808 false_positive:7 false_negative:10796 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.245 true_negative_rate:0.999 true_positive:3649 true_negative:8810 false_positive:5 false_negative:11244 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.550 precision:0.999 recall:0.214 true_negative_rate:1.000 true_positive:3190 true_negative:8813 false_positive:2 false_negative:11703 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.173 true_negative_rate:1.000 true_positive:2580 true_negative:8815 false_positive:0 false_negative:12313 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.136 true_negative_rate:1.000 true_positive:2022 true_negative:8815 false_positive:0 false_negative:12871 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:1482 true_negative:8815 false_positive:0 false_negative:13411 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:1003 true_negative:8815 false_positive:0 false_negative:13890 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:566 true_negative:8815 false_positive:0 false_negative:14327 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.012 true_negative_rate:1.000 true_positive:177 true_negative:8815 false_positive:0 false_negative:14716 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:51 true_negative:8815 false_positive:0 false_negative:14842 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:11 true_negative:8815 false_positive:0 false_negative:14882 
fr101_ocount_60_osize_24_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8815 false_positive:0 false_negative:14892 
