fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.000 precision:0.845 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:2733 false_negative:0 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.050 precision:0.840 recall:0.926 true_negative_rate:0.037 true_positive:13785 true_negative:102 false_positive:2631 false_negative:1108 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.100 precision:0.859 recall:0.806 true_negative_rate:0.279 true_positive:11999 true_negative:762 false_positive:1971 false_negative:2894 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.150 precision:0.955 recall:0.668 true_negative_rate:0.830 true_positive:9951 true_negative:2268 false_positive:465 false_negative:4942 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.200 precision:0.995 recall:0.548 true_negative_rate:0.986 true_positive:8155 true_negative:2695 false_positive:38 false_negative:6738 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.474 true_negative_rate:1.000 true_positive:7052 true_negative:2733 false_positive:0 false_negative:7841 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.413 true_negative_rate:1.000 true_positive:6144 true_negative:2733 false_positive:0 false_negative:8749 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.373 true_negative_rate:1.000 true_positive:5555 true_negative:2733 false_positive:0 false_negative:9338 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.328 true_negative_rate:1.000 true_positive:4879 true_negative:2733 false_positive:0 false_negative:10014 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.284 true_negative_rate:1.000 true_positive:4233 true_negative:2733 false_positive:0 false_negative:10660 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.254 true_negative_rate:1.000 true_positive:3787 true_negative:2733 false_positive:0 false_negative:11106 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.220 true_negative_rate:1.000 true_positive:3277 true_negative:2733 false_positive:0 false_negative:11616 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.188 true_negative_rate:1.000 true_positive:2801 true_negative:2733 false_positive:0 false_negative:12092 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.147 true_negative_rate:1.000 true_positive:2191 true_negative:2733 false_positive:0 false_negative:12702 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.113 true_negative_rate:1.000 true_positive:1683 true_negative:2733 false_positive:0 false_negative:13210 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.085 true_negative_rate:1.000 true_positive:1259 true_negative:2733 false_positive:0 false_negative:13634 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.055 true_negative_rate:1.000 true_positive:826 true_negative:2733 false_positive:0 false_negative:14067 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.025 true_negative_rate:1.000 true_positive:366 true_negative:2733 false_positive:0 false_negative:14527 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:136 true_negative:2733 false_positive:0 false_negative:14757 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:27 true_negative:2733 false_positive:0 false_negative:14866 
fr101_ocount_40_osize_15_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2733 false_positive:0 false_negative:14892 
