fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.000 precision:0.972 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1002 false_negative:0 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.050 precision:0.977 recall:0.936 true_negative_rate:0.221 true_positive:32586 true_negative:221 false_positive:781 false_negative:2245 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.100 precision:0.988 recall:0.776 true_negative_rate:0.675 true_positive:27022 true_negative:676 false_positive:326 false_negative:7809 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.150 precision:0.994 recall:0.595 true_negative_rate:0.881 true_positive:20731 true_negative:883 false_positive:119 false_negative:14100 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.465 true_negative_rate:0.989 true_positive:16180 true_negative:991 false_positive:11 false_negative:18651 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.389 true_negative_rate:0.996 true_positive:13540 true_negative:998 false_positive:4 false_negative:21291 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.324 true_negative_rate:0.996 true_positive:11273 true_negative:998 false_positive:4 false_negative:23558 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.269 true_negative_rate:0.997 true_positive:9383 true_negative:999 false_positive:3 false_negative:25448 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.225 true_negative_rate:0.998 true_positive:7843 true_negative:1000 false_positive:2 false_negative:26988 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.184 true_negative_rate:0.999 true_positive:6402 true_negative:1001 false_positive:1 false_negative:28429 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:4918 true_negative:1002 false_positive:0 false_negative:29913 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:3817 true_negative:1002 false_positive:0 false_negative:31014 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:2616 true_negative:1002 false_positive:0 false_negative:32215 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1709 true_negative:1002 false_positive:0 false_negative:33122 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1247 true_negative:1002 false_positive:0 false_negative:33584 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:956 true_negative:1002 false_positive:0 false_negative:33875 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:638 true_negative:1002 false_positive:0 false_negative:34193 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:206 true_negative:1002 false_positive:0 false_negative:34625 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:42 true_negative:1002 false_positive:0 false_negative:34789 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:1002 false_positive:0 false_negative:34819 
fhw_ocount_40_osize_7_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1002 false_positive:0 false_negative:34830 
