fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.000 precision:0.953 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1705 false_negative:0 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.050 precision:0.956 recall:0.938 true_negative_rate:0.110 true_positive:32660 true_negative:188 false_positive:1517 false_negative:2171 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.100 precision:0.961 recall:0.787 true_negative_rate:0.339 true_positive:27411 true_negative:578 false_positive:1127 false_negative:7420 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.150 precision:0.975 recall:0.603 true_negative_rate:0.686 true_positive:21017 true_negative:1170 false_positive:535 false_negative:13814 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.200 precision:0.987 recall:0.470 true_negative_rate:0.869 true_positive:16356 true_negative:1482 false_positive:223 false_negative:18475 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.250 precision:0.995 recall:0.391 true_negative_rate:0.960 true_positive:13633 true_negative:1636 false_positive:69 false_negative:21198 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.300 precision:0.997 recall:0.330 true_negative_rate:0.981 true_positive:11482 true_negative:1673 false_positive:32 false_negative:23349 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.350 precision:0.997 recall:0.274 true_negative_rate:0.985 true_positive:9550 true_negative:1679 false_positive:26 false_negative:25281 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.228 true_negative_rate:0.995 true_positive:7947 true_negative:1696 false_positive:9 false_negative:26884 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.187 true_negative_rate:0.997 true_positive:6522 true_negative:1700 false_positive:5 false_negative:28309 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.145 true_negative_rate:1.000 true_positive:5055 true_negative:1705 false_positive:0 false_negative:29776 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:3886 true_negative:1705 false_positive:0 false_negative:30945 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.078 true_negative_rate:1.000 true_positive:2732 true_negative:1705 false_positive:0 false_negative:32099 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:1781 true_negative:1705 false_positive:0 false_negative:33050 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1280 true_negative:1705 false_positive:0 false_negative:33551 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:979 true_negative:1705 false_positive:0 false_negative:33852 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:673 true_negative:1705 false_positive:0 false_negative:34158 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:256 true_negative:1705 false_positive:0 false_negative:34575 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:59 true_negative:1705 false_positive:0 false_negative:34772 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:1705 false_positive:0 false_negative:34817 
fhw_ocount_40_osize_11_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1705 false_positive:0 false_negative:34830 
